ShippingID,OrderID,Carrier,ShippingCost,ShippingStatus,TrackingNumber
SHIP4550,ORDER4550,India Post,453.29,In Transit,d6054751-dad2-4a62-8fd2-047f540c3e6b
SHIP4551,ORDER4551,FedEx,380.51,Delivered,d5c8508f-e039-4b39-a923-eb1ddc6c33af
SHIP4552,ORDER4552,DHL,218.33,Delivered,d614805a-be04-4b25-882f-aea34b0aeb22
SHIP4553,ORDER4553,India Post,132.1,Pending,c329fed7-2d24-438c-86d6-7859f7cf46d0
SHIP4554,ORDER4554,India Post,426.3,In Transit,fc2c3084-e703-4bd0-b240-b1e257526467
SHIP4555,ORDER4555,DHL,344.11,Pending,c3e7f369-84b7-4907-a900-0f6fe5fd6364
SHIP4556,ORDER4556,DHL,109.71,Pending,1f3ee3fc-d358-4818-b46a-9588830348fd
SHIP4557,ORDER4557,FedEx,454.69,Pending,8c547230-973f-4f65-bad9-bbd8c2a5300e
SHIP4558,ORDER4558,BlueDart,267.49,In Transit,bb3101e2-9836-42fb-8bab-807fc0ca140f
SHIP4559,ORDER4559,FedEx,310.26,Delivered,16cb4fd1-18b2-4ceb-9100-f4d232679276
SHIP4560,ORDER4560,India Post,83.36,Delivered,ca2f2f1a-0e89-4ac3-902d-a8640ae6ca5f
SHIP4561,ORDER4561,FedEx,107.34,Pending,2b734222-0d38-4521-ad08-633aa112d303
SHIP4562,ORDER4562,FedEx,496.87,In Transit,4a042b23-afab-4519-8f3d-efd04db075ac
SHIP4563,ORDER4563,BlueDart,462.33,Pending,ceb0a034-849f-4d9f-87b2-6ba3bbfaae77
SHIP4564,ORDER4564,India Post,70.87,In Transit,2f70a803-628c-4283-b40b-2153961b7d24
SHIP4565,ORDER4565,India Post,280.22,Delivered,0a5392bb-5e9b-40f2-b976-1f4ee96a0a20
SHIP4566,ORDER4566,DHL,286.16,In Transit,f5489154-d710-4650-aba9-7b77cb724689
SHIP4567,ORDER4567,DHL,177.95,In Transit,6918c02d-58a9-4c47-9610-b7a7f2315fb9
SHIP4568,ORDER4568,India Post,191.89,Pending,529a6684-81b6-48fc-b25b-771f198e5215
SHIP4569,ORDER4569,BlueDart,482.54,In Transit,2591a2f3-3f9f-4469-9bd9-ba4249989738
SHIP4570,ORDER4570,DHL,423.9,In Transit,9e1c4b52-bc3b-448a-b4a0-a64da9503813
SHIP4571,ORDER4571,BlueDart,368.84,Pending,5a76e81a-a7b5-4651-a46d-20534754fe75
SHIP4572,ORDER4572,BlueDart,437.12,In Transit,c525b554-6cdd-4445-b933-a4b15731a807
SHIP4573,ORDER4573,DHL,254.51,Pending,bdd2076a-da28-4cf5-a822-6eb1a57cedc5
SHIP4574,ORDER4574,BlueDart,493.4,In Transit,0d8b528c-97bd-4d3f-a3e0-9e3bec4f7355
SHIP4575,ORDER4575,India Post,190.81,In Transit,78ced34f-a8b7-4097-b7c9-49cc35fb35c9
SHIP4576,ORDER4576,DHL,407.47,Pending,893e71ad-1eea-4fa5-8f1c-2ecb0483798d
SHIP4577,ORDER4577,FedEx,321.41,Delivered,46863035-e925-487b-afd2-f7769a3a1b77
SHIP4578,ORDER4578,FedEx,68.87,Pending,f68f00c4-1c7b-40e5-9ed8-781008cb5cb4
SHIP4579,ORDER4579,FedEx,87.61,Delivered,36328e92-2ba7-4ac8-ad4a-6beca7556911
SHIP4580,ORDER4580,BlueDart,144.58,In Transit,7350ca8d-51db-4e02-a099-2d72c00c952f
SHIP4581,ORDER4581,DHL,219.04,Delivered,449315fa-bc04-4979-9132-29d00431539f
SHIP4582,ORDER4582,BlueDart,364.32,In Transit,20a810ac-80ce-4b03-9c76-3a0b3ab43e3a
SHIP4583,ORDER4583,FedEx,320.95,In Transit,cfa166af-3486-46e6-9248-25feacba6dc7
SHIP4584,ORDER4584,FedEx,380.56,Delivered,b6c06b49-17cf-4e60-8747-826f922d03a5
SHIP4585,ORDER4585,India Post,383.89,Pending,7bd31fe9-53e3-43cc-85b0-f491a028e74b
SHIP4586,ORDER4586,DHL,267.7,Pending,e5acedab-6307-4b54-99aa-d03a0f1822cc
SHIP4587,ORDER4587,DHL,187.53,In Transit,8a39bf1f-34f6-45d1-8156-7ceb5ac34fd5
SHIP4588,ORDER4588,BlueDart,469.58,In Transit,1f0cb05e-fef5-448c-8be9-fc9da8780e67
SHIP4589,ORDER4589,India Post,493.03,Delivered,31c5a0d6-38bb-4b67-a3d5-8f8625f4b90c
SHIP4590,ORDER4590,FedEx,125.25,In Transit,a635ec82-9785-462e-8d02-eb5eb81472a0
SHIP4591,ORDER4591,DHL,125.01,Pending,5266596d-bae1-4a80-b4a8-65c7055bf295
SHIP4592,ORDER4592,BlueDart,58.0,In Transit,c7586770-4504-4268-9286-d9b0b1d42a2e
SHIP4593,ORDER4593,India Post,475.22,Delivered,0e32f274-227b-4763-a66b-c119e0e0fe71
SHIP4594,ORDER4594,BlueDart,133.82,Delivered,61da21ed-db69-40be-a03b-f81446b0ad4e
SHIP4595,ORDER4595,DHL,174.83,Delivered,6f2eb4c0-ad2f-4494-86cf-954793566183
SHIP4596,ORDER4596,FedEx,237.51,Delivered,eaceac16-bde5-49e8-b46e-5b6b8a6933f2
SHIP4597,ORDER4597,DHL,227.62,In Transit,6e389735-faad-4e27-a64a-5ca7a7b9b3d3
SHIP4598,ORDER4598,India Post,463.23,Pending,73ccddb7-6556-4ded-ab68-fcaabbdd4e22
SHIP4599,ORDER4599,BlueDart,419.99,Pending,80f4a0ae-d562-4812-b677-4156cc849bc6
SHIP4600,ORDER4600,India Post,475.06,In Transit,c5c4818b-8d25-433b-8fca-cbd224c4f853
SHIP4601,ORDER4601,BlueDart,200.94,In Transit,23a21f7f-aa68-46e1-91b1-b73a4da7d18f
SHIP4602,ORDER4602,BlueDart,113.44,Pending,1ae5cb82-2aad-4a93-ac56-80234e531932
SHIP4603,ORDER4603,India Post,429.45,Pending,6863626a-e647-4dd6-ac0e-9c67aac68cae
SHIP4604,ORDER4604,BlueDart,340.31,Pending,95267fef-16fb-4c3d-9353-798c2aaf695e
SHIP4605,ORDER4605,DHL,224.23,In Transit,f4a37118-4cea-429d-8851-fcbefd98babd
SHIP4606,ORDER4606,India Post,404.46,Pending,f014ca3a-ca4c-4f64-91e7-9374019745fd
SHIP4607,ORDER4607,DHL,75.42,Pending,b93c9756-7a27-499c-95cb-202e3917ca25
SHIP4608,ORDER4608,India Post,275.75,Delivered,0fa9b67a-3db4-47bd-8fe9-51f50ecb95af
SHIP4609,ORDER4609,India Post,331.95,Delivered,b6f2bd2b-7a03-4a13-a5ae-e14c696affe9
SHIP4610,ORDER4610,India Post,375.15,In Transit,920d11d7-eee6-4d2a-a215-39870e694974
SHIP4611,ORDER4611,BlueDart,258.26,In Transit,ced23bf5-4b5c-4d09-b195-67849b0d5cec
SHIP4612,ORDER4612,BlueDart,311.72,Pending,602a0ef6-d560-4b48-bcb5-772452d84aaf
SHIP4613,ORDER4613,India Post,227.91,Pending,b374d151-2e40-4473-a831-d7c412710ff7
SHIP4614,ORDER4614,FedEx,387.5,Pending,7cd77e2b-cf7c-46dc-b735-998ccdf6bde5
SHIP4615,ORDER4615,FedEx,191.55,In Transit,2010b296-a04f-44b8-aa32-30b0e36683cf
SHIP4616,ORDER4616,FedEx,90.98,Pending,dde60bf9-8bdc-4969-9720-b1510d78f778
SHIP4617,ORDER4617,DHL,314.03,Pending,479a4a96-50d7-4ad8-875a-e6ff790092db
SHIP4618,ORDER4618,India Post,123.82,In Transit,a8ed10f7-9821-4288-a5ee-afa82fb9deb0
SHIP4619,ORDER4619,India Post,294.6,Delivered,555759e2-fbf0-4349-b905-24294164d9a3
SHIP4620,ORDER4620,DHL,289.58,In Transit,703c3f4f-334e-4a92-b86f-7fcb609e077e
SHIP4621,ORDER4621,FedEx,243.37,In Transit,4b1f21c4-0478-467d-bb4f-824884c2ce53
SHIP4622,ORDER4622,India Post,53.02,Delivered,7a396d1c-24d3-4e72-b9b9-90d99870e626
SHIP4623,ORDER4623,DHL,307.54,Pending,0f42baeb-c7d9-4654-8d20-02609b3605b1
SHIP4624,ORDER4624,India Post,89.65,Delivered,1026a7de-6fcc-437c-b0f8-0c58660a8503
SHIP4625,ORDER4625,India Post,438.8,Pending,60de5a6a-44a3-4253-89f3-fe5e99f4426e
SHIP4626,ORDER4626,BlueDart,314.45,In Transit,bad6eaa6-c1af-40c4-bf66-3ce4a47eab06
SHIP4627,ORDER4627,India Post,468.59,Pending,fe0ebaa4-477e-4dea-9e0f-af92c13f50ca
SHIP4628,ORDER4628,BlueDart,249.15,Delivered,52b7a907-0b9d-4853-802f-04a1c851c1a1
SHIP4629,ORDER4629,India Post,157.38,Delivered,71620659-0c4e-4e2f-9930-fbbfbe443ca7
SHIP4630,ORDER4630,BlueDart,151.56,In Transit,bd00e3fb-6fc1-4c3a-b06f-29eac6ce9237
SHIP4631,ORDER4631,BlueDart,270.15,Pending,734f7c40-8d36-420c-aad9-829a34cb3311
SHIP4632,ORDER4632,BlueDart,309.98,Delivered,6e503518-d05c-4c2b-9f98-e84cdb01d6f9
SHIP4633,ORDER4633,FedEx,446.23,Delivered,d37a2d6f-2b60-4708-942e-8a45cdfd7a97
SHIP4634,ORDER4634,BlueDart,243.0,Delivered,7cadef38-f7e6-4e2d-87c6-bc0afcf4034d
SHIP4635,ORDER4635,India Post,184.67,Delivered,d6a86a9b-d77c-461b-866c-750294209721
SHIP4636,ORDER4636,FedEx,408.34,Delivered,33415b93-d733-43e3-9255-d953d88e086c
SHIP4637,ORDER4637,India Post,234.3,In Transit,a91353c1-5b30-4462-980b-2468743b199a
SHIP4638,ORDER4638,India Post,199.28,Delivered,a78c36bd-e9f0-472d-ac7b-ae91b1d86ffa
SHIP4639,ORDER4639,DHL,288.73,In Transit,966b14c4-ab58-48bf-b732-d9bb4faef8ad
SHIP4640,ORDER4640,India Post,163.39,Pending,30c2ebd7-141f-46cf-ab68-cb3b6d1728b8
SHIP4641,ORDER4641,DHL,430.82,Pending,70719c7c-9de7-49bc-8845-21e9597703c0
SHIP4642,ORDER4642,DHL,300.11,Delivered,7d3ac62a-707f-44bc-a2bb-d303c436b039
SHIP4643,ORDER4643,DHL,444.52,Delivered,c71c8a80-2338-4ed3-8a70-c952aec67243
SHIP4644,ORDER4644,FedEx,70.5,Pending,63101763-52d5-4772-b199-a4c3178c05c7
SHIP4645,ORDER4645,FedEx,385.56,In Transit,808b6a93-27fa-4f0e-84ae-5c0c50f8381e
SHIP4646,ORDER4646,India Post,474.26,Pending,c3db908b-5264-494e-a639-541e09c779d5
SHIP4647,ORDER4647,India Post,88.11,Pending,f749a51e-073c-4cad-ba2b-fdeb68187acc
SHIP4648,ORDER4648,FedEx,202.46,Delivered,6e574799-174a-4f37-87f7-e18c11e8686d
SHIP4649,ORDER4649,BlueDart,57.9,In Transit,298282eb-19a0-4f48-ac2c-6fdf70a1f208
SHIP4650,ORDER4650,DHL,391.95,Delivered,4510de50-e8bf-45bc-8512-16be2438d45e
SHIP4651,ORDER4651,DHL,172.71,Pending,f9eea105-8553-471d-915d-f0ec6aeb60ff
SHIP4652,ORDER4652,India Post,358.82,Delivered,c96313a8-c424-4746-a761-2ba004e97f87
SHIP4653,ORDER4653,BlueDart,69.94,Delivered,38d623aa-d281-4a71-9312-9dcb6039fcfb
SHIP4654,ORDER4654,BlueDart,370.52,Delivered,1e1159c3-4346-4428-8f33-da207694283e
SHIP4655,ORDER4655,India Post,344.12,Delivered,915d0924-cb07-4113-a448-55abae822d6a
SHIP4656,ORDER4656,FedEx,54.01,Pending,7c200467-a4d8-4801-b48c-c16cf67635a9
SHIP4657,ORDER4657,BlueDart,419.74,Delivered,0a2a21f9-138e-440b-851d-53a019fc7b7f
SHIP4658,ORDER4658,BlueDart,332.78,Pending,fe0a3370-5e63-4c12-bb4d-8af23b973835
SHIP4659,ORDER4659,BlueDart,104.23,In Transit,c7a02822-9dcb-4c9b-90a7-6dd30c5398ff
SHIP4660,ORDER4660,BlueDart,317.22,Pending,4cb6c561-c653-44e2-89a0-0fbd69a6d1b1
SHIP4661,ORDER4661,BlueDart,299.7,Delivered,4366a302-9ea4-4174-8494-67d71300566d
SHIP4662,ORDER4662,DHL,468.63,In Transit,c4fbb5f9-c7a0-497c-a8c5-1491fdf21881
SHIP4663,ORDER4663,DHL,350.43,Delivered,96187692-6749-46a4-b353-6450b64febae
SHIP4664,ORDER4664,DHL,372.54,In Transit,d8c67b48-3fdc-4c9e-bee9-c4a4b95ee9f8
SHIP4665,ORDER4665,India Post,103.36,Pending,65545f28-6033-4a18-9ffa-c5bed7fa84d5
SHIP4666,ORDER4666,DHL,421.11,In Transit,f88e2a3c-1715-4322-9a79-66e739843e28
SHIP4667,ORDER4667,BlueDart,52.99,Pending,a9773749-d2bb-4ae5-99ec-d5e57a77ea59
SHIP4668,ORDER4668,BlueDart,397.43,Delivered,5d31c502-10f0-4f93-b434-9768c5e5d68a
SHIP4669,ORDER4669,FedEx,474.7,In Transit,9e7727b5-a3e0-4614-a879-9cef88b937bb
SHIP4670,ORDER4670,BlueDart,375.81,Pending,e8a86e13-a021-4084-91b5-e15366d0e422
SHIP4671,ORDER4671,India Post,341.34,In Transit,fa2c4e3a-a9c0-40c8-be6d-f841474474e1
SHIP4672,ORDER4672,DHL,127.61,Pending,e66f8739-4b65-4a22-a598-bcd3a30a4291
SHIP4673,ORDER4673,India Post,454.88,In Transit,ffc1a0ab-6685-4907-bafb-ac14602135c5
SHIP4674,ORDER4674,DHL,142.42,In Transit,7a97b00c-d27e-415c-a21d-9c0871bb1a57
SHIP4675,ORDER4675,FedEx,468.16,In Transit,48ca06b3-3d09-43bb-b2a2-5feaf0eb9463
SHIP4676,ORDER4676,DHL,123.78,Delivered,cb92cc0a-fbbe-41a7-8044-b69300c33d8f
SHIP4677,ORDER4677,DHL,367.54,In Transit,b58f7a86-97c4-4f36-b873-622e3e36c444
SHIP4678,ORDER4678,India Post,380.65,Pending,f56874ab-5a4b-43f6-893c-660683fb15b7
SHIP4679,ORDER4679,BlueDart,246.06,Pending,4a21e6c6-16a5-49d1-8914-2166aee80c50
SHIP4680,ORDER4680,DHL,358.88,Pending,196cf9f6-8478-42ba-a31d-22342dead507
SHIP4681,ORDER4681,FedEx,391.81,Delivered,aac48894-e405-4c54-939a-aa36acc75928
SHIP4682,ORDER4682,India Post,54.92,Pending,71043534-fd06-489f-8182-ce17574aba8d
SHIP4683,ORDER4683,India Post,454.98,Delivered,6d3b3d68-9564-4bb5-a7a1-8a4bfb429dec
SHIP4684,ORDER4684,BlueDart,90.2,Delivered,163ec737-3a99-44f2-ba28-323face212a0
SHIP4685,ORDER4685,India Post,163.28,Pending,0a031c2f-3b0a-43d3-bb08-7ba45ac4cfde
SHIP4686,ORDER4686,BlueDart,425.03,Pending,5d1c2555-9dbb-42c0-81db-fc2dedfe80b8
SHIP4687,ORDER4687,India Post,193.02,In Transit,1e20ebd1-f0dd-455e-a974-d521e8752473
SHIP4688,ORDER4688,FedEx,173.12,Pending,193b1268-5b0f-4571-b4d6-7b922eb24b00
SHIP4689,ORDER4689,FedEx,429.47,Delivered,8e463cbc-6424-40d3-ad76-a63ae9915430
SHIP4690,ORDER4690,India Post,246.94,Delivered,1ac6e96d-4be4-4266-938d-293841db9c87
SHIP4691,ORDER4691,DHL,495.6,In Transit,ec7fa62f-0768-460a-9385-1540a195d643
SHIP4692,ORDER4692,DHL,97.13,In Transit,84170fe6-7d2d-4136-8bf6-0455438e20a5
SHIP4693,ORDER4693,India Post,336.38,Delivered,2907eb1e-e387-4ae8-9c19-c0decbad9d45
SHIP4694,ORDER4694,India Post,416.53,Pending,e253dc15-e81e-46f3-9eff-084aebdb0953
SHIP4695,ORDER4695,DHL,225.34,Delivered,9ba623bb-7013-4a96-ae13-f4c784c45303
SHIP4696,ORDER4696,BlueDart,227.56,Delivered,1e583141-ae5c-43d9-85bd-87892e176bf8
SHIP4697,ORDER4697,FedEx,217.96,In Transit,07099f4c-2eb0-4801-9721-b3abdc40fdc1
SHIP4698,ORDER4698,FedEx,320.59,In Transit,bc9fb9c7-2069-4082-a982-e90c3f622468
SHIP4699,ORDER4699,FedEx,353.3,Pending,e5b4a510-8341-40be-925e-110b398a40ee
SHIP4700,ORDER4700,DHL,191.43,Delivered,e3f65431-3c3a-4f86-8f4f-11921c98ffeb
SHIP4701,ORDER4701,India Post,260.79,Delivered,b693ad92-a00b-4293-910d-b541412ef374
SHIP4702,ORDER4702,DHL,495.43,Pending,9783a55d-7c99-4bb3-9bb4-5aea6726101b
SHIP4703,ORDER4703,BlueDart,315.82,Delivered,428bb43b-8d7e-4371-95d8-80ca0c6c0590
SHIP4704,ORDER4704,India Post,93.12,Pending,060b4934-5701-4753-893a-b899a58293c3
SHIP4705,ORDER4705,BlueDart,412.73,In Transit,85325791-e95e-4da9-8c40-393cab7a68a0
SHIP4706,ORDER4706,DHL,391.63,Pending,4933e046-7d3b-4fe4-8d89-cce0b8b2ecb4
SHIP4707,ORDER4707,DHL,406.16,In Transit,2cec758e-a256-4d76-9659-1b1751b97337
SHIP4708,ORDER4708,FedEx,195.2,Pending,ab5b5473-62a9-48fb-abcf-52a16ad0185b
SHIP4709,ORDER4709,FedEx,483.07,Delivered,cff37659-3cd8-4c88-a03a-ce2a853eab88
SHIP4710,ORDER4710,BlueDart,73.77,In Transit,bdb34673-8b34-4c1c-a184-bbb8d35c87e1
SHIP4711,ORDER4711,India Post,448.39,Delivered,338c9377-0c66-4896-aa58-6fb32c7544ef
SHIP4712,ORDER4712,DHL,339.2,Delivered,844da0b4-bbb1-480f-946f-bc67e13ce176
SHIP4713,ORDER4713,FedEx,410.82,Delivered,a20c6add-9b03-4c7d-bab5-524fca1690b4
SHIP4714,ORDER4714,BlueDart,361.35,In Transit,2b6feabc-476e-49f6-b2d7-6eefdc4da1fe
SHIP4715,ORDER4715,FedEx,308.24,Pending,2d7c180e-063a-45c4-b96e-343b0d1e2ee6
SHIP4716,ORDER4716,BlueDart,431.87,Delivered,0ac4c50a-ae86-4daa-a58d-567a33ca82ff
SHIP4717,ORDER4717,DHL,299.39,In Transit,4b67965d-3f77-4527-b501-1f8819adcecb
SHIP4718,ORDER4718,India Post,66.52,Delivered,1910b4f4-9e16-400f-b430-3521306d9126
SHIP4719,ORDER4719,FedEx,153.29,Delivered,fea87d46-e828-4648-8641-f358ffdf25b0
SHIP4720,ORDER4720,DHL,471.17,Pending,a6b03ff7-1c7a-456c-baa2-d1870ec0c15c
SHIP4721,ORDER4721,India Post,478.79,In Transit,b6c693f0-0c16-4fab-b814-4bc6178e92b4
SHIP4722,ORDER4722,India Post,400.73,Pending,c60e0859-4093-41da-8539-1ad9cb1b3508
SHIP4723,ORDER4723,BlueDart,151.09,In Transit,ef6df8a4-9668-4470-b952-acc52b96ce04
SHIP4724,ORDER4724,BlueDart,407.91,In Transit,c84cc2cf-daea-4a3f-ba79-1594167b3384
SHIP4725,ORDER4725,India Post,107.94,Delivered,06402ce6-0e29-4486-b6c4-ba59ce58bfe0
SHIP4726,ORDER4726,BlueDart,453.68,In Transit,85e71676-abd9-4cbd-8646-3bbf3b128cc7
SHIP4727,ORDER4727,India Post,367.7,Delivered,a409175e-9f48-4d68-86cc-63e116813c3a
SHIP4728,ORDER4728,DHL,80.28,In Transit,21f024e2-641c-4bb1-abe0-937900e4da94
SHIP4729,ORDER4729,FedEx,122.46,In Transit,1cd59f5b-a641-46bd-ac0e-4b07f43d96a6
SHIP4730,ORDER4730,BlueDart,403.91,In Transit,26a99e08-2c7a-407b-a75d-711971dc0835
SHIP4731,ORDER4731,BlueDart,92.67,Delivered,448ed925-e947-4f46-97fb-89e00433ef55
SHIP4732,ORDER4732,BlueDart,318.06,Delivered,47e7bbb3-1d22-47f1-9834-ae72e8b8cba3
SHIP4733,ORDER4733,DHL,229.7,Pending,1527950a-adfb-4513-8240-024110f02136
SHIP4734,ORDER4734,DHL,410.81,In Transit,c9709677-ac1b-4b90-96ba-ed1db6e3f290
SHIP4735,ORDER4735,FedEx,446.92,In Transit,e6cf05cf-0d94-4e9b-bcb7-bf50447c7889
SHIP4736,ORDER4736,DHL,225.59,In Transit,6f866815-3ea5-448b-b9d7-ba375755e95c
SHIP4737,ORDER4737,DHL,404.08,In Transit,e8f055ae-1a4f-4b98-9276-f80577337cf1
SHIP4738,ORDER4738,BlueDart,283.91,Delivered,0ca79742-6be3-451e-82f4-5c708f66de02
SHIP4739,ORDER4739,BlueDart,116.51,Delivered,1e1d7eac-160a-42dd-ad31-edf8cf386146
SHIP4740,ORDER4740,India Post,244.93,In Transit,07d42f8d-95f8-492d-b86d-69fe66df1e4b
SHIP4741,ORDER4741,FedEx,455.47,Delivered,f208b5e8-9c4a-4064-874a-f8553ded1c70
SHIP4742,ORDER4742,BlueDart,100.74,Delivered,d7838e9c-0b4a-4354-bd24-86d203690294
SHIP4743,ORDER4743,BlueDart,209.75,In Transit,6f5d2bc5-d591-48b7-bcec-2aaa8e08214f
SHIP4744,ORDER4744,BlueDart,165.82,Delivered,6b743e09-ebab-483d-812e-95b3f374d81b
SHIP4745,ORDER4745,FedEx,51.35,In Transit,4b378ec2-4b9a-4953-8a4d-168c7648dc4c
SHIP4746,ORDER4746,BlueDart,453.33,In Transit,0931f2d5-d3aa-4dc9-89b7-0390a59728c4
SHIP4747,ORDER4747,India Post,438.24,Pending,2723c003-f1c5-4d1e-a137-5387957dc8fb
SHIP4748,ORDER4748,DHL,272.84,In Transit,fade5d95-59b2-498f-ab75-599048602171
SHIP4749,ORDER4749,India Post,193.96,Delivered,b9a7e736-5e1d-48d1-869f-4564c711e3ed
SHIP4750,ORDER4750,BlueDart,308.64,Pending,37329c0b-f70c-4491-b6bd-38dd1bf81dab
SHIP4751,ORDER4751,FedEx,133.26,Delivered,c46f46d4-7a36-4d49-a5c9-02e0b605ed0e
SHIP4752,ORDER4752,India Post,154.36,Pending,7df49f5e-57d7-47fc-856a-3d89cb273ffb
SHIP4753,ORDER4753,DHL,313.99,Pending,6e04a133-859d-4864-bd8c-1b225815cf39
SHIP4754,ORDER4754,FedEx,387.7,Delivered,71fcaf35-eb49-40b7-98af-4bdab83e3a1d
SHIP4755,ORDER4755,India Post,406.83,Pending,b40f96f7-0136-476d-bc3a-79b3c94b6f9b
SHIP4756,ORDER4756,BlueDart,245.27,Delivered,8f15d6b2-8502-49c0-9c8f-cbf432097d0e
SHIP4757,ORDER4757,DHL,469.62,Delivered,5f638d7d-86ca-4375-97ff-52c3a3f2b696
SHIP4758,ORDER4758,DHL,413.35,Delivered,2cb07431-6010-4726-af69-2d5759c9a76b
SHIP4759,ORDER4759,BlueDart,163.4,Pending,fe86d590-646c-491f-845b-ae60881a74b3
SHIP4760,ORDER4760,India Post,103.61,Pending,6602b50e-48f3-4276-abc1-e6df1ae751a9
SHIP4761,ORDER4761,DHL,283.99,In Transit,77824c1b-9353-4333-bd1a-c98f23cfa0b8
SHIP4762,ORDER4762,DHL,412.89,Delivered,bb89164a-59ca-4339-b807-7ac4d802aeea
SHIP4763,ORDER4763,FedEx,286.34,In Transit,0569884d-7e93-4562-8b12-a9ed807edd7a
SHIP4764,ORDER4764,FedEx,451.37,Delivered,9e2ece34-ebbb-4fda-b4aa-50a1feec91fd
SHIP4765,ORDER4765,DHL,289.84,Pending,60fedb46-ca78-44f9-8544-2789edfb1eff
SHIP4766,ORDER4766,BlueDart,250.47,Pending,c1911785-65f8-4371-bed0-2eca5a7838bb
SHIP4767,ORDER4767,DHL,345.11,Delivered,fd80ae97-39d7-4643-af42-4a270fe3a0d8
SHIP4768,ORDER4768,India Post,249.17,Delivered,acc9da37-20bb-448d-b7f0-ad7b2f08f2a3
SHIP4769,ORDER4769,FedEx,417.01,Delivered,55e4014d-986b-4d32-9fe3-ee2a227d0f07
SHIP4770,ORDER4770,BlueDart,57.69,Pending,15118ba2-0c25-4111-85e5-0185148856e9
SHIP4771,ORDER4771,BlueDart,123.53,Delivered,bf44a4aa-6239-4120-96a3-a3105bd6b1f8
SHIP4772,ORDER4772,DHL,309.7,In Transit,239b112f-f3aa-44b2-8004-a14daffa6f92
SHIP4773,ORDER4773,DHL,414.0,Delivered,b5045ace-ee00-48ca-8f66-d3e4cb88762f
SHIP4774,ORDER4774,BlueDart,219.36,Delivered,d70665c8-60bd-4584-91e0-a98bbaada683
SHIP4775,ORDER4775,FedEx,498.99,Delivered,e40658aa-a344-41fa-84e9-d52a512f541b
SHIP4776,ORDER4776,DHL,149.86,Pending,95dc3da3-a5be-4a23-b60f-62a169da0456
SHIP4777,ORDER4777,BlueDart,351.11,Pending,e45d1794-5078-4e4d-aa1e-d384a6c33412
SHIP4778,ORDER4778,BlueDart,225.24,Delivered,660552f1-9f21-4189-9c01-fcc4871073d5
SHIP4779,ORDER4779,India Post,451.42,Pending,738e434b-01c6-4cbf-9317-ce6ac6a94aa9
SHIP4780,ORDER4780,BlueDart,172.5,Delivered,d5c515a2-d0bb-437a-b2fd-48d2cff87d95
SHIP4781,ORDER4781,FedEx,179.97,In Transit,0cd3ea0e-b0a6-489b-a9f8-26cfd572f0c7
SHIP4782,ORDER4782,FedEx,473.81,Pending,543c260e-dcc7-4c8e-b41f-1b9c71e2f74e
SHIP4783,ORDER4783,DHL,407.53,Pending,762b45c3-2186-4174-ae66-0bc185f7cb1b
SHIP4784,ORDER4784,BlueDart,461.66,Pending,d21c7f78-7088-442b-9a89-cc42a0bc25e1
SHIP4785,ORDER4785,BlueDart,343.06,Pending,38cb9559-704c-4884-898c-5b4b5cb161dd
SHIP4786,ORDER4786,DHL,76.92,Delivered,cefc4565-3c9c-489d-bed9-6bfeed0270b5
SHIP4787,ORDER4787,DHL,448.47,Delivered,4a08f5ce-f865-487b-adf6-15b1ee1aae5e
SHIP4788,ORDER4788,India Post,413.9,Delivered,49fbea4e-050a-4a4b-9a6e-8a923c759c56
SHIP4789,ORDER4789,India Post,491.25,In Transit,f8841913-0bfc-482d-8103-775829577944
SHIP4790,ORDER4790,BlueDart,168.54,Pending,0b5479e0-ce8a-4a61-b795-6f624c652bf5
SHIP4791,ORDER4791,India Post,498.17,In Transit,e9e07d09-d722-423b-a0b4-a859fd272cbf
SHIP4792,ORDER4792,FedEx,459.89,Delivered,036a8e50-9127-4354-8573-6b3c9349f685
SHIP4793,ORDER4793,DHL,186.91,Delivered,98f607c6-ae23-40b7-b0d3-6288b01a11f1
SHIP4794,ORDER4794,DHL,408.91,Delivered,e4dd3586-aee6-4b4d-ad1e-79ed551dbf91
SHIP4795,ORDER4795,India Post,213.54,Pending,8b16b4f3-4ec0-4fbd-bd6f-f1c9f117f23a
SHIP4796,ORDER4796,India Post,229.85,Delivered,105e192c-0e32-45dd-9822-15fa3a0205cd
SHIP4797,ORDER4797,DHL,138.97,Pending,7a530005-9b53-45d5-89b0-701dd8739c05
SHIP4798,ORDER4798,BlueDart,92.26,In Transit,9073a362-09b9-4bff-bca7-d4cec61b89de
SHIP4799,ORDER4799,India Post,397.38,Pending,80cf2bec-907e-4300-a954-68d43ec87707
SHIP4800,ORDER4800,BlueDart,50.24,Delivered,020afa54-5721-4e80-b71d-457e4fb43e27
SHIP4801,ORDER4801,DHL,220.28,Delivered,f49ffd62-1618-4d03-acfa-fe9179baecc5
SHIP4802,ORDER4802,BlueDart,103.75,Delivered,286cde16-fd67-4e28-8ce7-eba7f677c34a
SHIP4803,ORDER4803,FedEx,195.27,Delivered,6a5131b2-c019-48b0-8cc1-996b94956061
SHIP4804,ORDER4804,FedEx,434.4,Pending,15951c55-5793-4329-b5c3-682dcd689ce8
SHIP4805,ORDER4805,FedEx,388.52,In Transit,90ac19e3-c442-43fe-98ef-00014ad1a3da
