OrderID,CustomerID,ProductID,StoreID,OrderDate,DeliveryDate,ActualDeliveryDate,Quantity,TotalAmount
ORDER1412,CUST3170,PROD2,STORE10,2023-04-29,2023-05-08,2023-05-07,6,11794.02
ORDER1413,CUST6295,PROD243,STORE3,2023-08-17,2023-08-21,2023-08-22,10,15585.8
ORDER1414,CUST671,PROD215,STORE2,2024-05-27,2024-05-29,2024-05-30,10,16561.1
ORDER1415,CUST3104,PROD44,STORE7,2024-03-19,2024-03-24,2024-03-25,2,2305.12
ORDER1416,CUST6874,PROD75,STORE10,2024-09-05,2024-09-10,2024-09-09,10,9025.5
ORDER1417,CUST2326,PROD127,STORE8,2023-01-31,2023-02-04,2023-02-05,9,11208.33
ORDER1418,CUST5390,PROD259,STORE10,2024-01-25,2024-01-28,2024-01-27,10,16456.1
ORDER1419,CUST2695,PROD215,STORE3,2022-05-13,2022-05-23,2022-05-22,6,9936.66
ORDER1420,CUST3099,PROD115,STORE4,2023-12-04,2023-12-13,2023-12-13,5,5089.7
ORDER1421,CUST6699,PROD148,STORE2,2022-02-14,2022-02-16,2022-02-15,5,6662.8
ORDER1422,CUST6844,PROD17,STORE2,2022-08-15,2022-08-18,2022-08-18,10,10349.6
ORDER1423,CUST3240,PROD252,STORE5,2024-03-31,2024-04-09,2024-04-10,1,836.11
ORDER1424,CUST6242,PROD122,STORE2,2023-07-27,2023-08-06,2023-08-05,2,354.92
ORDER1425,CUST3492,PROD80,STORE3,2023-12-18,2023-12-28,2023-12-28,4,1490.24
ORDER1426,CUST4540,PROD85,STORE1,2022-11-10,2022-11-15,2022-11-15,2,2961.82
ORDER1427,CUST6242,PROD192,STORE2,2024-08-25,2024-08-29,2024-08-29,10,3049.9
ORDER1428,CUST1519,PROD170,STORE3,2024-06-14,2024-06-23,2024-06-24,3,4791.42
ORDER1429,CUST7702,PROD46,STORE4,2024-08-28,2024-09-02,2024-09-03,4,6341.64
ORDER1430,CUST1598,PROD205,STORE1,2022-05-14,2022-05-24,2022-05-23,3,3945.33
ORDER1431,CUST133,PROD111,STORE9,2022-02-02,2022-02-05,2022-02-05,7,11875.08
ORDER1432,CUST400,PROD60,STORE3,2022-07-13,2022-07-15,2022-07-14,8,11761.2
ORDER1433,CUST7358,PROD61,STORE4,2024-06-15,2024-06-20,2024-06-21,10,10697.2
ORDER1434,CUST1557,PROD39,STORE8,2022-02-11,2022-02-16,2022-02-15,8,9422.56
ORDER1435,CUST50,PROD4,STORE6,2023-11-16,2023-11-23,2023-11-24,10,14917.0
ORDER1436,CUST7114,PROD203,STORE3,2022-08-07,2022-08-10,2022-08-09,9,3630.87
ORDER1437,CUST4116,PROD210,STORE8,2022-06-28,2022-07-03,2022-07-04,3,3636.27
ORDER1438,CUST591,PROD30,STORE7,2023-07-27,2023-08-02,2023-08-01,8,8041.68
ORDER1439,CUST4743,PROD208,STORE9,2023-06-30,2023-07-07,2023-07-08,6,4112.16
ORDER1440,CUST551,PROD79,STORE6,2022-11-01,2022-11-11,2022-11-11,4,1749.72
ORDER1441,CUST6984,PROD35,STORE4,2022-11-26,2022-12-02,2022-12-02,2,958.72
ORDER1442,CUST7887,PROD208,STORE8,2024-02-17,2024-02-24,2024-02-23,1,685.36
ORDER1443,CUST5498,PROD38,STORE6,2024-02-11,2024-02-13,2024-02-13,5,6509.45
ORDER1444,CUST7140,PROD197,STORE2,2023-12-21,2023-12-23,2023-12-24,7,3560.34
ORDER1445,CUST1182,PROD212,STORE1,2023-10-09,2023-10-13,2023-10-12,6,5584.56
ORDER1446,CUST1750,PROD50,STORE1,2022-11-06,2022-11-12,2022-11-12,6,1268.82
ORDER1447,CUST5836,PROD8,STORE7,2023-11-03,2023-11-11,2023-11-10,10,9678.8
ORDER1448,CUST3441,PROD69,STORE9,2023-08-17,2023-08-19,2023-08-20,6,3123.42
ORDER1449,CUST3875,PROD38,STORE8,2024-01-24,2024-01-28,2024-01-29,7,9113.23
ORDER1450,CUST4540,PROD234,STORE6,2023-01-28,2023-02-03,2023-02-04,1,1296.72
ORDER1451,CUST3165,PROD255,STORE5,2024-06-21,2024-06-26,2024-06-26,8,14751.92
ORDER1452,CUST1143,PROD109,STORE3,2023-08-19,2023-08-25,2023-08-25,3,299.19
ORDER1453,CUST3621,PROD27,STORE5,2024-12-16,2024-12-23,2024-12-22,8,6707.44
ORDER1454,CUST6913,PROD143,STORE9,2024-01-28,2024-02-02,2024-02-01,8,5906.64
ORDER1455,CUST3737,PROD97,STORE8,2023-06-11,2023-06-21,2023-06-22,6,7020.36
ORDER1456,CUST6948,PROD137,STORE9,2023-02-08,2023-02-11,2023-02-10,7,11217.92
ORDER1457,CUST2773,PROD265,STORE8,2022-08-31,2022-09-06,2022-09-05,5,2870.4
ORDER1458,CUST7280,PROD247,STORE5,2022-03-16,2022-03-18,2022-03-17,8,3198.64
ORDER1459,CUST1281,PROD220,STORE8,2022-10-19,2022-10-26,2022-10-27,8,6063.68
ORDER1460,CUST4576,PROD34,STORE4,2023-12-28,2023-12-30,2023-12-31,7,3086.3
ORDER1461,CUST3209,PROD210,STORE7,2024-12-16,2024-12-24,2024-12-25,8,9696.72
ORDER1462,CUST5883,PROD221,STORE8,2022-06-30,2022-07-04,2022-07-05,7,8346.94
ORDER1463,CUST6185,PROD78,STORE9,2023-08-11,2023-08-19,2023-08-18,1,1837.3
ORDER1464,CUST3015,PROD148,STORE1,2023-06-13,2023-06-16,2023-06-15,3,3997.68
ORDER1465,CUST3487,PROD47,STORE10,2024-04-28,2024-05-06,2024-05-05,2,1011.3
ORDER1466,CUST3802,PROD188,STORE6,2024-07-20,2024-07-28,2024-07-29,8,1812.0
ORDER1467,CUST3921,PROD222,STORE10,2024-02-07,2024-02-14,2024-02-14,1,1275.9
ORDER1468,CUST4052,PROD119,STORE10,2022-02-27,2022-03-03,2022-03-04,10,1198.6
ORDER1469,CUST3256,PROD84,STORE10,2024-09-12,2024-09-18,2024-09-18,4,5860.16
ORDER1470,CUST6641,PROD52,STORE7,2022-08-29,2022-09-04,2022-09-03,7,5520.55
ORDER1471,CUST4085,PROD33,STORE2,2022-05-17,2022-05-26,2022-05-26,1,979.83
ORDER1472,CUST7329,PROD74,STORE9,2022-12-04,2022-12-14,2022-12-13,1,1315.07
ORDER1473,CUST1635,PROD123,STORE6,2024-01-10,2024-01-15,2024-01-14,2,2828.16
ORDER1474,CUST7306,PROD95,STORE1,2023-06-18,2023-06-28,2023-06-27,1,1329.3
ORDER1475,CUST1256,PROD258,STORE6,2023-03-27,2023-04-02,2023-04-03,3,4884.51
ORDER1476,CUST2570,PROD163,STORE5,2023-02-16,2023-02-18,2023-02-18,7,6390.79
ORDER1477,CUST6072,PROD101,STORE6,2024-06-22,2024-06-25,2024-06-24,9,13481.46
ORDER1478,CUST3678,PROD148,STORE3,2024-12-06,2024-12-15,2024-12-15,9,11993.04
ORDER1479,CUST6486,PROD228,STORE2,2024-03-03,2024-03-13,2024-03-12,7,12270.09
ORDER1480,CUST3571,PROD94,STORE6,2023-08-06,2023-08-11,2023-08-11,9,13860.63
ORDER1481,CUST5959,PROD195,STORE9,2022-03-13,2022-03-18,2022-03-18,8,934.24
ORDER1482,CUST5098,PROD162,STORE7,2022-09-02,2022-09-10,2022-09-10,4,266.12
ORDER1483,CUST7050,PROD184,STORE2,2023-03-03,2023-03-05,2023-03-06,4,7503.68
ORDER1484,CUST1821,PROD135,STORE7,2023-12-31,2024-01-03,2024-01-03,10,14969.1
ORDER1485,CUST3535,PROD261,STORE10,2022-02-22,2022-02-24,2022-02-24,1,1323.9
ORDER1486,CUST6,PROD239,STORE4,2022-06-27,2022-07-03,2022-07-03,4,233.24
ORDER1487,CUST4443,PROD70,STORE5,2023-06-28,2023-07-03,2023-07-04,7,1083.74
ORDER1488,CUST3635,PROD43,STORE5,2024-09-16,2024-09-21,2024-09-21,3,5054.64
ORDER1489,CUST5883,PROD73,STORE5,2024-09-18,2024-09-20,2024-09-21,1,393.18
ORDER1490,CUST638,PROD4,STORE5,2024-02-01,2024-02-09,2024-02-10,1,1491.7
ORDER1491,CUST5261,PROD11,STORE9,2024-04-18,2024-04-27,2024-04-26,3,3668.73
ORDER1492,CUST2376,PROD199,STORE9,2022-08-20,2022-08-26,2022-08-27,1,1219.74
ORDER1493,CUST4359,PROD162,STORE8,2022-12-01,2022-12-09,2022-12-10,7,465.71
ORDER1494,CUST3270,PROD160,STORE2,2024-09-19,2024-09-28,2024-09-27,4,4341.16
ORDER1495,CUST7154,PROD73,STORE4,2024-08-24,2024-09-03,2024-09-03,4,1572.72
ORDER1496,CUST6928,PROD40,STORE10,2022-08-26,2022-09-02,2022-09-02,7,12833.17
ORDER1497,CUST5095,PROD171,STORE8,2023-02-20,2023-02-24,2023-02-25,6,10915.08
ORDER1498,CUST386,PROD253,STORE10,2022-07-11,2022-07-21,2022-07-20,10,9254.5
ORDER1499,CUST985,PROD26,STORE9,2024-07-16,2024-07-26,2024-07-25,10,9456.9
ORDER1500,CUST5900,PROD155,STORE6,2024-03-09,2024-03-18,2024-03-18,10,12070.5
ORDER1501,CUST4109,PROD63,STORE10,2024-11-29,2024-12-06,2024-12-06,9,12694.32
ORDER1502,CUST141,PROD144,STORE6,2022-01-20,2022-01-26,2022-01-26,6,1749.24
ORDER1503,CUST2699,PROD220,STORE9,2023-09-14,2023-09-20,2023-09-21,6,4547.76
ORDER1504,CUST2179,PROD82,STORE8,2024-07-28,2024-08-06,2024-08-07,3,1771.47
ORDER1505,CUST5225,PROD70,STORE2,2022-06-19,2022-06-28,2022-06-28,1,154.82
ORDER1506,CUST2651,PROD96,STORE4,2022-07-27,2022-07-30,2022-07-30,1,1291.41
ORDER1507,CUST4996,PROD186,STORE8,2022-11-22,2022-11-24,2022-11-25,10,6347.2
ORDER1508,CUST2254,PROD29,STORE2,2022-03-25,2022-03-28,2022-03-28,6,956.04
ORDER1509,CUST6044,PROD268,STORE5,2023-03-27,2023-04-03,2023-04-03,9,15755.31
ORDER1510,CUST7213,PROD185,STORE4,2024-09-04,2024-09-12,2024-09-12,2,1656.98
ORDER1511,CUST4239,PROD113,STORE7,2023-06-01,2023-06-03,2023-06-02,3,4783.71
ORDER1512,CUST6211,PROD9,STORE7,2023-03-16,2023-03-21,2023-03-20,3,2739.3
ORDER1513,CUST1689,PROD42,STORE5,2022-06-19,2022-06-26,2022-06-25,3,2013.42
ORDER1514,CUST5985,PROD26,STORE5,2024-04-25,2024-04-29,2024-04-28,5,4728.45
ORDER1515,CUST4846,PROD11,STORE6,2023-05-11,2023-05-17,2023-05-17,5,6114.55
ORDER1516,CUST7905,PROD85,STORE1,2024-10-04,2024-10-10,2024-10-09,3,4442.73
ORDER1517,CUST4196,PROD234,STORE1,2022-06-11,2022-06-18,2022-06-17,8,10373.76
ORDER1518,CUST7744,PROD72,STORE1,2022-06-19,2022-06-26,2022-06-27,7,9674.28
ORDER1519,CUST2236,PROD63,STORE2,2023-09-24,2023-10-01,2023-10-01,5,7052.4
ORDER1520,CUST1149,PROD75,STORE4,2024-05-15,2024-05-17,2024-05-17,2,1805.1
ORDER1521,CUST907,PROD266,STORE4,2024-05-07,2024-05-12,2024-05-12,9,5492.7
ORDER1522,CUST4418,PROD1,STORE3,2023-01-24,2023-01-26,2023-01-25,2,3756.04
ORDER1523,CUST3709,PROD66,STORE3,2022-04-03,2022-04-09,2022-04-09,2,3641.38
ORDER1524,CUST2685,PROD89,STORE7,2023-12-26,2024-01-01,2023-12-31,10,7202.3
ORDER1525,CUST2119,PROD218,STORE4,2023-09-18,2023-09-21,2023-09-21,3,2358.15
ORDER1526,CUST4441,PROD71,STORE5,2022-01-03,2022-01-07,2022-01-06,1,276.72
ORDER1527,CUST3862,PROD58,STORE5,2024-01-27,2024-02-06,2024-02-07,3,5264.19
ORDER1528,CUST1449,PROD133,STORE5,2022-07-31,2022-08-10,2022-08-09,5,4855.0
ORDER1529,CUST4443,PROD54,STORE1,2022-04-24,2022-04-28,2022-04-28,3,5511.06
ORDER1530,CUST1781,PROD190,STORE1,2022-08-23,2022-08-28,2022-08-29,8,9760.16
ORDER1531,CUST4242,PROD52,STORE5,2024-02-29,2024-03-05,2024-03-06,8,6309.2
ORDER1532,CUST5296,PROD221,STORE5,2022-01-02,2022-01-10,2022-01-09,3,3577.26
ORDER1533,CUST2766,PROD39,STORE9,2023-04-05,2023-04-10,2023-04-10,4,4711.28
ORDER1534,CUST856,PROD258,STORE9,2024-05-28,2024-06-07,2024-06-06,4,6512.68
ORDER1535,CUST5793,PROD225,STORE10,2024-03-13,2024-03-19,2024-03-20,2,1451.28
ORDER1536,CUST4268,PROD70,STORE3,2024-04-11,2024-04-20,2024-04-19,5,774.1
ORDER1537,CUST3089,PROD62,STORE7,2024-01-10,2024-01-12,2024-01-12,6,5113.44
ORDER1538,CUST1541,PROD252,STORE4,2022-01-20,2022-01-23,2022-01-23,4,3344.44
ORDER1539,CUST4679,PROD125,STORE1,2023-05-25,2023-06-01,2023-05-31,5,1499.95
ORDER1540,CUST383,PROD40,STORE2,2024-05-16,2024-05-20,2024-05-21,5,9166.55
ORDER1541,CUST6198,PROD41,STORE5,2024-05-25,2024-05-29,2024-05-28,1,1607.22
ORDER1542,CUST5933,PROD130,STORE5,2023-04-17,2023-04-23,2023-04-22,5,1608.45
ORDER1543,CUST6016,PROD54,STORE3,2023-10-08,2023-10-10,2023-10-09,9,16533.18
ORDER1544,CUST1576,PROD43,STORE3,2022-04-14,2022-04-20,2022-04-20,1,1684.88
ORDER1545,CUST5121,PROD69,STORE2,2023-10-31,2023-11-03,2023-11-04,4,2082.28
ORDER1546,CUST5441,PROD217,STORE9,2024-02-25,2024-02-28,2024-02-29,10,13759.0
ORDER1547,CUST6815,PROD41,STORE1,2023-04-04,2023-04-14,2023-04-13,1,1607.22
ORDER1548,CUST7888,PROD204,STORE5,2024-01-03,2024-01-09,2024-01-08,10,13593.7
ORDER1549,CUST1804,PROD14,STORE7,2024-09-22,2024-09-25,2024-09-25,4,5619.0
ORDER1550,CUST3788,PROD124,STORE1,2024-05-21,2024-05-27,2024-05-28,5,2798.5
ORDER1551,CUST1443,PROD207,STORE2,2022-03-08,2022-03-13,2022-03-12,2,663.64
ORDER1552,CUST1576,PROD51,STORE3,2024-07-02,2024-07-08,2024-07-09,5,5671.05
ORDER1553,CUST1286,PROD202,STORE9,2022-02-21,2022-02-26,2022-02-26,2,1784.18
ORDER1554,CUST3818,PROD222,STORE6,2024-03-07,2024-03-14,2024-03-15,9,11483.1
ORDER1555,CUST5583,PROD111,STORE4,2023-09-19,2023-09-28,2023-09-29,7,11875.08
ORDER1556,CUST6833,PROD137,STORE6,2024-11-20,2024-11-29,2024-11-28,1,1602.56
ORDER1557,CUST2178,PROD92,STORE3,2022-12-28,2023-01-05,2023-01-06,10,15819.4
ORDER1558,CUST3682,PROD194,STORE9,2024-02-21,2024-02-29,2024-02-29,3,4793.28
ORDER1559,CUST2667,PROD43,STORE4,2024-06-23,2024-06-27,2024-06-28,4,6739.52
ORDER1560,CUST3381,PROD37,STORE4,2022-08-13,2022-08-17,2022-08-17,10,6803.1
ORDER1561,CUST4585,PROD247,STORE5,2024-08-25,2024-09-04,2024-09-03,8,3198.64
ORDER1562,CUST3278,PROD24,STORE9,2023-10-06,2023-10-10,2023-10-09,7,2298.94
ORDER1563,CUST3410,PROD128,STORE4,2024-07-23,2024-07-29,2024-07-30,10,18539.1
ORDER1564,CUST5715,PROD169,STORE2,2022-07-17,2022-07-21,2022-07-20,6,864.24
ORDER1565,CUST7974,PROD111,STORE3,2023-11-16,2023-11-19,2023-11-20,9,15267.96
ORDER1566,CUST6931,PROD1,STORE3,2022-01-20,2022-01-28,2022-01-28,2,3756.04
ORDER1567,CUST5411,PROD224,STORE6,2022-08-21,2022-08-30,2022-08-30,4,4107.4
ORDER1568,CUST4753,PROD159,STORE8,2023-06-18,2023-06-25,2023-06-25,4,6017.84
ORDER1569,CUST932,PROD262,STORE1,2022-07-24,2022-07-27,2022-07-28,4,826.2
ORDER1570,CUST3618,PROD160,STORE9,2024-03-01,2024-03-05,2024-03-05,7,7597.03
ORDER1571,CUST1952,PROD87,STORE1,2023-07-26,2023-08-02,2023-08-02,9,15221.79
ORDER1572,CUST3077,PROD217,STORE10,2023-07-17,2023-07-22,2023-07-23,5,6879.5
ORDER1573,CUST4876,PROD97,STORE8,2022-01-25,2022-01-28,2022-01-27,3,3510.18
ORDER1574,CUST7521,PROD45,STORE10,2022-07-16,2022-07-19,2022-07-20,8,604.08
ORDER1575,CUST3078,PROD28,STORE3,2024-04-20,2024-04-23,2024-04-22,7,555.87
ORDER1576,CUST1891,PROD247,STORE1,2023-09-20,2023-09-30,2023-09-30,9,3598.47
ORDER1577,CUST4785,PROD117,STORE1,2023-11-12,2023-11-17,2023-11-17,1,649.93
ORDER1578,CUST4270,PROD175,STORE3,2024-05-24,2024-05-27,2024-05-27,3,1975.8
ORDER1579,CUST1602,PROD62,STORE3,2022-08-13,2022-08-16,2022-08-15,2,1704.48
ORDER1580,CUST7351,PROD63,STORE1,2023-10-25,2023-11-02,2023-11-01,8,11283.84
ORDER1581,CUST2038,PROD259,STORE2,2023-12-07,2023-12-13,2023-12-13,7,11519.27
ORDER1582,CUST7202,PROD87,STORE1,2024-07-27,2024-07-29,2024-07-30,1,1691.31
ORDER1583,CUST3998,PROD100,STORE4,2023-01-01,2023-01-05,2023-01-05,4,7373.88
ORDER1584,CUST6391,PROD149,STORE4,2022-04-15,2022-04-17,2022-04-17,9,1425.15
ORDER1585,CUST5267,PROD164,STORE8,2024-04-05,2024-04-07,2024-04-06,2,2499.12
ORDER1586,CUST2950,PROD255,STORE2,2024-09-10,2024-09-13,2024-09-13,4,7375.96
ORDER1587,CUST2681,PROD31,STORE4,2022-09-16,2022-09-18,2022-09-17,8,11003.28
ORDER1588,CUST2020,PROD228,STORE5,2024-04-21,2024-04-26,2024-04-27,7,12270.09
ORDER1589,CUST3827,PROD183,STORE8,2024-02-03,2024-02-11,2024-02-10,10,7738.7
ORDER1590,CUST7824,PROD266,STORE2,2022-03-18,2022-03-22,2022-03-21,8,4882.4
ORDER1591,CUST6104,PROD110,STORE3,2024-06-21,2024-06-25,2024-06-24,4,3159.04
ORDER1592,CUST4568,PROD193,STORE5,2024-03-14,2024-03-18,2024-03-18,4,6454.32
ORDER1593,CUST5721,PROD136,STORE5,2022-06-16,2022-06-26,2022-06-25,10,12723.9
ORDER1594,CUST6229,PROD143,STORE3,2022-12-19,2022-12-21,2022-12-20,4,2953.32
ORDER1595,CUST5874,PROD212,STORE4,2024-11-01,2024-11-10,2024-11-11,7,6515.32
ORDER1596,CUST752,PROD109,STORE10,2023-07-02,2023-07-11,2023-07-12,5,498.65
ORDER1597,CUST2239,PROD261,STORE4,2023-07-10,2023-07-16,2023-07-17,1,1323.9
ORDER1598,CUST5440,PROD197,STORE9,2022-08-23,2022-08-25,2022-08-25,6,3051.72
ORDER1599,CUST5300,PROD253,STORE4,2022-05-13,2022-05-20,2022-05-21,9,8329.05
ORDER1600,CUST4807,PROD132,STORE3,2022-11-16,2022-11-26,2022-11-25,10,19254.9
ORDER1601,CUST1092,PROD96,STORE4,2022-05-09,2022-05-11,2022-05-10,5,6457.05
ORDER1602,CUST7355,PROD5,STORE6,2024-04-13,2024-04-16,2024-04-16,2,1427.3
ORDER1603,CUST5444,PROD239,STORE7,2022-07-18,2022-07-22,2022-07-23,4,233.24
ORDER1604,CUST5962,PROD50,STORE10,2024-04-28,2024-05-08,2024-05-08,5,1057.35
ORDER1605,CUST7064,PROD74,STORE1,2024-08-22,2024-08-24,2024-08-24,1,1315.07
ORDER1606,CUST2102,PROD82,STORE2,2022-05-08,2022-05-11,2022-05-10,5,2952.45
ORDER1607,CUST4827,PROD123,STORE3,2022-11-26,2022-12-04,2022-12-04,2,2828.16
ORDER1608,CUST5317,PROD250,STORE4,2024-02-20,2024-02-26,2024-02-26,7,12513.27
ORDER1609,CUST3336,PROD100,STORE4,2023-10-12,2023-10-16,2023-10-16,1,1843.47
ORDER1610,CUST263,PROD96,STORE6,2024-11-03,2024-11-10,2024-11-10,8,10331.28
ORDER1611,CUST2579,PROD222,STORE2,2023-02-01,2023-02-03,2023-02-03,8,10207.2
ORDER1612,CUST2370,PROD215,STORE10,2023-06-07,2023-06-16,2023-06-16,1,1656.11
ORDER1613,CUST5239,PROD30,STORE7,2022-02-17,2022-02-24,2022-02-24,9,9046.89
ORDER1614,CUST7188,PROD170,STORE3,2023-11-08,2023-11-14,2023-11-14,1,1597.14
ORDER1615,CUST5410,PROD109,STORE1,2023-08-05,2023-08-08,2023-08-07,1,99.73
ORDER1616,CUST335,PROD181,STORE3,2022-07-10,2022-07-14,2022-07-15,1,184.39
ORDER1617,CUST1670,PROD191,STORE2,2024-06-13,2024-06-16,2024-06-16,6,6807.78
ORDER1618,CUST4212,PROD120,STORE1,2022-10-08,2022-10-14,2022-10-15,1,539.82
ORDER1619,CUST1896,PROD63,STORE1,2024-06-12,2024-06-18,2024-06-19,3,4231.44
ORDER1620,CUST905,PROD105,STORE1,2022-02-26,2022-03-01,2022-03-01,3,5344.23
ORDER1621,CUST3073,PROD98,STORE6,2023-05-22,2023-05-30,2023-05-29,4,7835.68
ORDER1622,CUST2356,PROD125,STORE10,2022-06-02,2022-06-08,2022-06-09,2,599.98
ORDER1623,CUST380,PROD31,STORE1,2023-01-27,2023-02-03,2023-02-02,4,5501.64
ORDER1624,CUST4814,PROD192,STORE4,2022-12-19,2022-12-25,2022-12-24,6,1829.94
ORDER1625,CUST7163,PROD21,STORE9,2022-01-30,2022-02-08,2022-02-08,3,3519.78
ORDER1626,CUST2213,PROD225,STORE6,2022-07-11,2022-07-14,2022-07-15,5,3628.2
ORDER1627,CUST6145,PROD183,STORE9,2022-03-09,2022-03-16,2022-03-17,8,6190.96
ORDER1628,CUST7526,PROD82,STORE2,2022-10-12,2022-10-15,2022-10-15,4,2361.96
ORDER1629,CUST5444,PROD161,STORE10,2024-01-15,2024-01-21,2024-01-22,1,1901.65
ORDER1630,CUST7498,PROD121,STORE4,2022-02-01,2022-02-03,2022-02-02,1,616.75
ORDER1631,CUST2814,PROD93,STORE8,2024-03-01,2024-03-05,2024-03-04,9,11794.14
ORDER1632,CUST4567,PROD44,STORE6,2022-09-01,2022-09-11,2022-09-12,7,8067.92
ORDER1633,CUST2761,PROD166,STORE5,2024-01-30,2024-02-09,2024-02-10,10,12744.7
ORDER1634,CUST6621,PROD81,STORE2,2023-12-25,2024-01-03,2024-01-04,3,3668.16
ORDER1635,CUST3343,PROD200,STORE8,2024-07-05,2024-07-15,2024-07-14,7,3690.26
ORDER1636,CUST1598,PROD205,STORE7,2022-03-15,2022-03-22,2022-03-23,3,3945.33
ORDER1637,CUST2870,PROD89,STORE4,2022-09-17,2022-09-27,2022-09-27,1,720.23
ORDER1638,CUST2549,PROD262,STORE3,2023-07-03,2023-07-11,2023-07-10,9,1858.95
ORDER1639,CUST3027,PROD53,STORE8,2023-04-21,2023-05-01,2023-04-30,10,7679.5
ORDER1640,CUST7803,PROD58,STORE3,2024-03-24,2024-04-03,2024-04-02,1,1754.73
ORDER1641,CUST6306,PROD20,STORE10,2024-12-08,2024-12-13,2024-12-13,4,5242.8
ORDER1642,CUST7798,PROD165,STORE2,2022-08-26,2022-08-31,2022-08-31,2,1337.34
ORDER1643,CUST2641,PROD240,STORE6,2022-12-28,2023-01-04,2023-01-03,3,5366.73
ORDER1644,CUST4640,PROD263,STORE4,2023-11-13,2023-11-22,2023-11-21,6,9172.62
ORDER1645,CUST7489,PROD128,STORE9,2022-01-14,2022-01-24,2022-01-23,1,1853.91
ORDER1646,CUST4735,PROD70,STORE8,2023-01-17,2023-01-24,2023-01-24,9,1393.38
ORDER1647,CUST1536,PROD120,STORE2,2024-04-28,2024-05-08,2024-05-07,6,3238.92
ORDER1648,CUST5151,PROD202,STORE10,2023-05-11,2023-05-18,2023-05-18,3,2676.27
ORDER1649,CUST21,PROD245,STORE9,2022-06-30,2022-07-02,2022-07-02,1,1973.76
ORDER1650,CUST3400,PROD91,STORE1,2023-06-10,2023-06-14,2023-06-15,5,9292.95
ORDER1651,CUST6032,PROD79,STORE3,2023-01-13,2023-01-18,2023-01-18,1,437.43
ORDER1652,CUST2849,PROD43,STORE8,2023-10-03,2023-10-12,2023-10-11,3,5054.64
ORDER1653,CUST5611,PROD107,STORE7,2024-01-05,2024-01-11,2024-01-12,4,3474.48
ORDER1654,CUST5629,PROD141,STORE5,2023-06-10,2023-06-14,2023-06-14,1,1459.35
ORDER1655,CUST443,PROD124,STORE6,2022-04-27,2022-04-30,2022-04-29,10,5597.0
ORDER1656,CUST919,PROD90,STORE2,2022-04-30,2022-05-08,2022-05-09,3,457.5
ORDER1657,CUST7129,PROD231,STORE5,2023-04-08,2023-04-11,2023-04-10,7,8237.6
ORDER1658,CUST4564,PROD58,STORE8,2023-03-17,2023-03-21,2023-03-20,7,12283.11
ORDER1659,CUST1044,PROD192,STORE1,2024-07-01,2024-07-05,2024-07-06,2,609.98
ORDER1660,CUST119,PROD156,STORE9,2024-04-17,2024-04-23,2024-04-22,9,4154.67
ORDER1661,CUST5401,PROD219,STORE2,2023-01-10,2023-01-19,2023-01-18,5,7740.7
ORDER1662,CUST4603,PROD168,STORE8,2022-12-22,2022-12-27,2022-12-27,2,1943.7
ORDER1663,CUST2653,PROD106,STORE5,2023-02-08,2023-02-14,2023-02-13,10,12876.8
ORDER1664,CUST6484,PROD164,STORE5,2023-11-20,2023-11-24,2023-11-25,3,3748.68
ORDER1665,CUST3731,PROD27,STORE10,2024-09-08,2024-09-15,2024-09-14,5,4192.15
ORDER1666,CUST1280,PROD49,STORE8,2024-07-03,2024-07-08,2024-07-07,1,1643.67
ORDER1667,CUST3507,PROD67,STORE8,2024-11-28,2024-12-04,2024-12-04,5,5847.2
ORDER1668,CUST5487,PROD237,STORE1,2024-05-25,2024-05-30,2024-05-30,3,1256.49
ORDER1669,CUST5255,PROD109,STORE6,2023-06-30,2023-07-05,2023-07-04,7,698.11
ORDER1670,CUST1062,PROD93,STORE3,2022-10-11,2022-10-13,2022-10-12,4,5241.84
ORDER1671,CUST3791,PROD101,STORE9,2022-12-31,2023-01-09,2023-01-10,5,7489.7
ORDER1672,CUST5172,PROD109,STORE10,2024-04-10,2024-04-19,2024-04-20,8,797.84
ORDER1673,CUST2180,PROD198,STORE7,2024-03-05,2024-03-08,2024-03-09,6,10714.2
ORDER1674,CUST163,PROD177,STORE1,2024-12-21,2024-12-31,2025-01-01,10,4610.9
ORDER1675,CUST6423,PROD178,STORE3,2023-12-30,2024-01-02,2024-01-02,4,4703.12
ORDER1676,CUST4536,PROD86,STORE10,2024-09-29,2024-10-06,2024-10-06,8,9739.52
ORDER1677,CUST3090,PROD164,STORE5,2022-01-01,2022-01-09,2022-01-10,3,3748.68
ORDER1678,CUST7670,PROD18,STORE10,2024-12-03,2024-12-11,2024-12-12,5,4703.2
ORDER1679,CUST5863,PROD31,STORE9,2022-01-29,2022-01-31,2022-01-31,8,11003.28
ORDER1680,CUST6379,PROD231,STORE1,2024-05-19,2024-05-21,2024-05-21,4,4707.2
ORDER1681,CUST7759,PROD33,STORE6,2022-02-05,2022-02-08,2022-02-08,6,5878.98
ORDER1682,CUST5342,PROD40,STORE2,2023-05-07,2023-05-10,2023-05-09,7,12833.17
ORDER1683,CUST1889,PROD51,STORE2,2023-09-10,2023-09-20,2023-09-19,6,6805.26
ORDER1684,CUST2102,PROD10,STORE3,2022-06-05,2022-06-09,2022-06-08,2,2152.14
ORDER1685,CUST3926,PROD235,STORE4,2023-12-26,2023-12-30,2023-12-30,7,10058.02
