OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Total
DETAIL5830,ORDER3652,PROD119,6,119.86,719.16
DETAIL5831,ORDER3652,PROD173,1,1740.17,1740.17
DETAIL5832,ORDER3653,PROD19,4,374.87,1499.48
DETAIL5833,ORDER3653,PROD222,2,1275.9,2551.8
DETAIL5834,ORDER3654,PROD113,1,1594.57,1594.57
DETAIL5835,ORDER3654,PROD125,1,299.99,299.99
DETAIL5836,ORDER3655,PROD223,1,1812.35,1812.35
DETAIL5837,ORDER3656,PROD16,3,882.26,2646.78
DETAIL5838,ORDER3656,PROD237,4,418.83,1675.32
DETAIL5839,ORDER3657,PROD68,5,1987.75,9938.75
DETAIL5840,ORDER3658,PROD256,7,529.4,3705.8
DETAIL5841,ORDER3658,PROD208,1,685.36,685.36
DETAIL5842,ORDER3659,PROD257,1,1136.86,1136.86
DETAIL5843,ORDER3660,PROD99,3,86.75,260.25
DETAIL5844,ORDER3661,PROD202,3,892.09,2676.27
DETAIL5845,ORDER3661,PROD172,4,1036.51,4146.04
DETAIL5846,ORDER3662,PROD180,8,1968.03,15744.24
DETAIL5847,ORDER3663,PROD134,2,725.75,1451.5
DETAIL5848,ORDER3664,PROD179,2,481.04,962.08
DETAIL5849,ORDER3665,PROD129,5,1008.63,5043.15
DETAIL5850,ORDER3665,PROD183,2,773.87,1547.74
DETAIL5851,ORDER3666,PROD184,10,1875.92,18759.2
DETAIL5852,ORDER3667,PROD179,1,481.04,481.04
DETAIL5853,ORDER3667,PROD165,1,668.67,668.67
DETAIL5854,ORDER3668,PROD212,2,930.76,1861.52
DETAIL5855,ORDER3669,PROD104,9,130.77,1176.93
DETAIL5856,ORDER3670,PROD260,4,778.36,3113.44
DETAIL5857,ORDER3670,PROD136,3,1272.39,3817.17
DETAIL5858,ORDER3671,PROD226,2,1371.33,2742.66
DETAIL5859,ORDER3672,PROD106,5,1287.68,6438.4
DETAIL5860,ORDER3673,PROD176,7,1677.31,11741.17
DETAIL5861,ORDER3674,PROD217,1,1375.9,1375.9
DETAIL5862,ORDER3675,PROD135,3,1496.91,4490.73
DETAIL5863,ORDER3676,PROD35,2,479.36,958.72
DETAIL5864,ORDER3677,PROD52,3,788.65,2365.95
DETAIL5865,ORDER3677,PROD69,1,520.57,520.57
DETAIL5866,ORDER3678,PROD197,3,508.62,1525.86
DETAIL5867,ORDER3678,PROD110,1,789.76,789.76
DETAIL5868,ORDER3679,PROD47,1,505.65,505.65
DETAIL5869,ORDER3680,PROD73,4,393.18,1572.72
DETAIL5870,ORDER3680,PROD185,1,828.49,828.49
DETAIL5871,ORDER3680,PROD191,1,1134.63,1134.63
DETAIL5872,ORDER3681,PROD202,1,892.09,892.09
DETAIL5873,ORDER3682,PROD160,1,1085.29,1085.29
DETAIL5874,ORDER3682,PROD152,4,1182.6,4730.4
DETAIL5875,ORDER3682,PROD253,2,925.45,1850.9
DETAIL5876,ORDER3683,PROD40,6,1833.31,10999.86
DETAIL5877,ORDER3684,PROD182,6,1341.41,8048.46
DETAIL5878,ORDER3684,PROD71,3,276.72,830.16
DETAIL5879,ORDER3685,PROD245,1,1973.76,1973.76
DETAIL5880,ORDER3685,PROD112,4,1658.14,6632.56
DETAIL5881,ORDER3686,PROD149,5,158.35,791.75
DETAIL5882,ORDER3687,PROD229,7,1283.1,8981.7
DETAIL5883,ORDER3687,PROD219,1,1548.14,1548.14
DETAIL5884,ORDER3688,PROD166,2,1274.47,2548.94
DETAIL5885,ORDER3689,PROD1,1,1878.02,1878.02
DETAIL5886,ORDER3690,PROD215,1,1656.11,1656.11
DETAIL5887,ORDER3690,PROD254,1,561.89,561.89
DETAIL5888,ORDER3691,PROD4,1,1491.7,1491.7
DETAIL5889,ORDER3691,PROD190,1,1220.02,1220.02
DETAIL5890,ORDER3692,PROD42,3,671.14,2013.42
DETAIL5891,ORDER3692,PROD47,1,505.65,505.65
DETAIL5892,ORDER3693,PROD127,1,1245.37,1245.37
DETAIL5893,ORDER3694,PROD72,2,1382.04,2764.08
DETAIL5894,ORDER3694,PROD192,3,304.99,914.97
DETAIL5895,ORDER3694,PROD179,1,481.04,481.04
DETAIL5896,ORDER3695,PROD243,1,1558.58,1558.58
DETAIL5897,ORDER3695,PROD175,1,658.6,658.6
DETAIL5898,ORDER3696,PROD242,2,482.36,964.72
DETAIL5899,ORDER3697,PROD116,1,414.24,414.24
DETAIL5900,ORDER3698,PROD173,2,1740.17,3480.34
DETAIL5901,ORDER3699,PROD94,3,1540.07,4620.21
DETAIL5902,ORDER3699,PROD181,1,184.39,184.39
DETAIL5903,ORDER3700,PROD116,1,414.24,414.24
DETAIL5904,ORDER3700,PROD118,1,538.09,538.09
DETAIL5905,ORDER3701,PROD148,10,1332.56,13325.6
DETAIL5906,ORDER3702,PROD131,1,1110.53,1110.53
DETAIL5907,ORDER3703,PROD6,4,1387.83,5551.32
DETAIL5908,ORDER3703,PROD176,2,1677.31,3354.62
DETAIL5909,ORDER3703,PROD53,2,767.95,1535.9
DETAIL5910,ORDER3704,PROD37,4,680.31,2721.24
DETAIL5911,ORDER3705,PROD144,7,291.54,2040.78
DETAIL5912,ORDER3706,PROD213,9,1268.91,11420.19
DETAIL5913,ORDER3706,PROD21,1,1173.26,1173.26
DETAIL5914,ORDER3707,PROD160,2,1085.29,2170.58
DETAIL5915,ORDER3708,PROD229,1,1283.1,1283.1
DETAIL5916,ORDER3709,PROD122,4,177.46,709.84
DETAIL5917,ORDER3709,PROD192,1,304.99,304.99
DETAIL5918,ORDER3710,PROD241,6,1894.41,11366.46
DETAIL5919,ORDER3711,PROD53,5,767.95,3839.75
DETAIL5920,ORDER3711,PROD85,2,1480.91,2961.82
DETAIL5921,ORDER3712,PROD80,3,372.56,1117.68
DETAIL5922,ORDER3713,PROD87,3,1691.31,5073.93
DETAIL5923,ORDER3714,PROD57,4,509.44,2037.76
DETAIL5924,ORDER3714,PROD132,1,1925.49,1925.49
DETAIL5925,ORDER3715,PROD241,1,1894.41,1894.41
DETAIL5926,ORDER3716,PROD244,6,1045.79,6274.74
DETAIL5927,ORDER3717,PROD59,8,70.84,566.72
DETAIL5928,ORDER3718,PROD243,2,1558.58,3117.16
DETAIL5929,ORDER3719,PROD167,1,869.31,869.31
DETAIL5930,ORDER3719,PROD93,1,1310.46,1310.46
DETAIL5931,ORDER3720,PROD225,1,725.64,725.64
DETAIL5932,ORDER3721,PROD224,2,1026.85,2053.7
DETAIL5933,ORDER3722,PROD233,1,1176.96,1176.96
DETAIL5934,ORDER3723,PROD58,5,1754.73,8773.65
DETAIL5935,ORDER3723,PROD79,4,437.43,1749.72
DETAIL5936,ORDER3724,PROD17,1,1034.96,1034.96
DETAIL5937,ORDER3725,PROD133,2,971.0,1942.0
DETAIL5938,ORDER3725,PROD87,1,1691.31,1691.31
DETAIL5939,ORDER3726,PROD221,3,1192.42,3577.26
DETAIL5940,ORDER3726,PROD34,1,440.9,440.9
DETAIL5941,ORDER3726,PROD72,1,1382.04,1382.04
DETAIL5942,ORDER3727,PROD127,7,1245.37,8717.59
DETAIL5943,ORDER3728,PROD133,2,971.0,1942.0
DETAIL5944,ORDER3728,PROD77,2,1782.64,3565.28
DETAIL5945,ORDER3729,PROD5,3,713.65,2140.95
DETAIL5946,ORDER3729,PROD211,2,787.68,1575.36
DETAIL5947,ORDER3729,PROD203,1,403.43,403.43
DETAIL5948,ORDER3730,PROD202,1,892.09,892.09
DETAIL5949,ORDER3730,PROD121,1,616.75,616.75
DETAIL5950,ORDER3731,PROD264,2,272.84,545.68
DETAIL5951,ORDER3732,PROD191,3,1134.63,3403.89
DETAIL5952,ORDER3732,PROD106,2,1287.68,2575.36
DETAIL5953,ORDER3733,PROD161,4,1901.65,7606.6
DETAIL5954,ORDER3733,PROD241,2,1894.41,3788.82
DETAIL5955,ORDER3734,PROD188,2,226.5,453.0
DETAIL5956,ORDER3735,PROD113,1,1594.57,1594.57
DETAIL5957,ORDER3736,PROD72,3,1382.04,4146.12
DETAIL5958,ORDER3737,PROD1,7,1878.02,13146.14
DETAIL5959,ORDER3737,PROD207,1,331.82,331.82
DETAIL5960,ORDER3737,PROD245,2,1973.76,3947.52
DETAIL5961,ORDER3738,PROD156,5,461.63,2308.15
DETAIL5962,ORDER3738,PROD206,2,687.05,1374.1
DETAIL5963,ORDER3739,PROD100,1,1843.47,1843.47
DETAIL5964,ORDER3739,PROD22,7,982.19,6875.33
DETAIL5965,ORDER3739,PROD158,2,1422.7,2845.4
DETAIL5966,ORDER3740,PROD150,4,715.26,2861.04
DETAIL5967,ORDER3741,PROD124,1,559.7,559.7
DETAIL5968,ORDER3741,PROD30,7,1005.21,7036.47
DETAIL5969,ORDER3742,PROD188,3,226.5,679.5
DETAIL5970,ORDER3743,PROD63,1,1410.48,1410.48
DETAIL5971,ORDER3743,PROD224,2,1026.85,2053.7
DETAIL5972,ORDER3744,PROD158,6,1422.7,8536.2
DETAIL5973,ORDER3744,PROD260,2,778.36,1556.72
DETAIL5974,ORDER3745,PROD97,1,1170.06,1170.06
DETAIL5975,ORDER3746,PROD181,2,184.39,368.78
DETAIL5976,ORDER3746,PROD248,5,1594.2,7971.0
DETAIL5977,ORDER3746,PROD137,1,1602.56,1602.56
DETAIL5978,ORDER3747,PROD180,3,1968.03,5904.09
DETAIL5979,ORDER3748,PROD215,1,1656.11,1656.11
DETAIL5980,ORDER3749,PROD253,8,925.45,7403.6
DETAIL5981,ORDER3749,PROD21,1,1173.26,1173.26
DETAIL5982,ORDER3749,PROD240,1,1788.91,1788.91
DETAIL5983,ORDER3750,PROD171,3,1819.18,5457.54
DETAIL5984,ORDER3751,PROD149,3,158.35,475.05
DETAIL5985,ORDER3751,PROD64,4,199.63,798.52
DETAIL5986,ORDER3751,PROD180,1,1968.03,1968.03
DETAIL5987,ORDER3752,PROD248,1,1594.2,1594.2
DETAIL5988,ORDER3753,PROD194,3,1597.76,4793.28
DETAIL5989,ORDER3754,PROD176,4,1677.31,6709.24
DETAIL5990,ORDER3755,PROD155,5,1207.05,6035.25
DETAIL5991,ORDER3756,PROD111,2,1696.44,3392.88
DETAIL5992,ORDER3757,PROD183,4,773.87,3095.48
DETAIL5993,ORDER3758,PROD113,3,1594.57,4783.71
DETAIL5994,ORDER3758,PROD226,3,1371.33,4113.99
DETAIL5995,ORDER3759,PROD187,1,1856.81,1856.81
DETAIL5996,ORDER3760,PROD161,4,1901.65,7606.6
DETAIL5997,ORDER3761,PROD69,7,520.57,3643.99
DETAIL5998,ORDER3762,PROD225,8,725.64,5805.12
DETAIL5999,ORDER3763,PROD166,1,1274.47,1274.47
DETAIL6000,ORDER3764,PROD237,6,418.83,2512.98
DETAIL6001,ORDER3764,PROD64,2,199.63,399.26
DETAIL6002,ORDER3765,PROD113,1,1594.57,1594.57
DETAIL6003,ORDER3766,PROD121,2,616.75,1233.5
DETAIL6004,ORDER3767,PROD164,3,1249.56,3748.68
DETAIL6005,ORDER3768,PROD216,5,1869.78,9348.9
DETAIL6006,ORDER3769,PROD218,4,786.05,3144.2
DETAIL6007,ORDER3769,PROD254,3,561.89,1685.67
DETAIL6008,ORDER3769,PROD112,2,1658.14,3316.28
DETAIL6009,ORDER3770,PROD159,1,1504.46,1504.46
DETAIL6010,ORDER3771,PROD52,3,788.65,2365.95
DETAIL6011,ORDER3771,PROD236,1,1851.25,1851.25
DETAIL6012,ORDER3772,PROD205,9,1315.11,11835.99
DETAIL6013,ORDER3772,PROD90,1,152.5,152.5
DETAIL6014,ORDER3773,PROD1,1,1878.02,1878.02
DETAIL6015,ORDER3773,PROD50,1,211.47,211.47
DETAIL6016,ORDER3774,PROD144,1,291.54,291.54
DETAIL6017,ORDER3775,PROD83,3,700.36,2101.08
DETAIL6018,ORDER3775,PROD228,2,1752.87,3505.74
DETAIL6019,ORDER3775,PROD130,2,321.69,643.38
DETAIL6020,ORDER3776,PROD46,3,1585.41,4756.23
DETAIL6021,ORDER3776,PROD72,4,1382.04,5528.16
DETAIL6022,ORDER3777,PROD213,6,1268.91,7613.46
DETAIL6023,ORDER3777,PROD4,2,1491.7,2983.4
DETAIL6024,ORDER3778,PROD174,2,179.77,359.54
DETAIL6025,ORDER3779,PROD224,1,1026.85,1026.85
DETAIL6026,ORDER3780,PROD61,3,1069.72,3209.16
DETAIL6027,ORDER3780,PROD185,1,828.49,828.49
DETAIL6028,ORDER3781,PROD24,3,328.42,985.26
DETAIL6029,ORDER3782,PROD232,2,1338.11,2676.22
DETAIL6030,ORDER3782,PROD134,3,725.75,2177.25
DETAIL6031,ORDER3783,PROD143,7,738.33,5168.31
DETAIL6032,ORDER3783,PROD246,1,1575.6,1575.6
DETAIL6033,ORDER3784,PROD56,6,1390.85,8345.1
DETAIL6034,ORDER3785,PROD221,1,1192.42,1192.42
DETAIL6035,ORDER3785,PROD35,1,479.36,479.36
DETAIL6036,ORDER3786,PROD245,1,1973.76,1973.76
DETAIL6037,ORDER3786,PROD80,1,372.56,372.56
DETAIL6038,ORDER3786,PROD42,2,671.14,1342.28
DETAIL6039,ORDER3787,PROD194,1,1597.76,1597.76
DETAIL6040,ORDER3788,PROD28,6,79.41,476.46
DETAIL6041,ORDER3788,PROD13,1,642.99,642.99
DETAIL6042,ORDER3789,PROD145,8,682.0,5456.0
DETAIL6043,ORDER3790,PROD10,3,1076.07,3228.21
DETAIL6044,ORDER3790,PROD73,5,393.18,1965.9
DETAIL6045,ORDER3790,PROD99,1,86.75,86.75
DETAIL6046,ORDER3791,PROD254,5,561.89,2809.45
DETAIL6047,ORDER3792,PROD145,4,682.0,2728.0
DETAIL6048,ORDER3792,PROD217,3,1375.9,4127.7
DETAIL6049,ORDER3793,PROD175,1,658.6,658.6
DETAIL6050,ORDER3793,PROD175,1,658.6,658.6
DETAIL6051,ORDER3794,PROD37,1,680.31,680.31
DETAIL6052,ORDER3794,PROD148,4,1332.56,5330.24
DETAIL6053,ORDER3795,PROD239,2,58.31,116.62
DETAIL6054,ORDER3795,PROD235,7,1436.86,10058.02
DETAIL6055,ORDER3795,PROD89,1,720.23,720.23
DETAIL6056,ORDER3796,PROD151,4,561.4,2245.6
DETAIL6057,ORDER3797,PROD222,8,1275.9,10207.2
DETAIL6058,ORDER3798,PROD63,2,1410.48,2820.96
DETAIL6059,ORDER3798,PROD171,1,1819.18,1819.18
DETAIL6060,ORDER3798,PROD173,2,1740.17,3480.34
DETAIL6061,ORDER3799,PROD184,3,1875.92,5627.76
DETAIL6062,ORDER3800,PROD179,1,481.04,481.04
DETAIL6063,ORDER3800,PROD37,4,680.31,2721.24
DETAIL6064,ORDER3801,PROD259,7,1645.61,11519.27
DETAIL6065,ORDER3801,PROD198,1,1785.7,1785.7
DETAIL6066,ORDER3801,PROD152,1,1182.6,1182.6
DETAIL6067,ORDER3802,PROD196,1,1433.76,1433.76
DETAIL6068,ORDER3803,PROD52,1,788.65,788.65
DETAIL6069,ORDER3804,PROD76,1,602.79,602.79
DETAIL6070,ORDER3805,PROD23,4,217.75,871.0
DETAIL6071,ORDER3806,PROD233,5,1176.96,5884.8
DETAIL6072,ORDER3806,PROD26,3,945.69,2837.07
DETAIL6073,ORDER3806,PROD54,1,1837.02,1837.02
DETAIL6074,ORDER3807,PROD207,4,331.82,1327.28
DETAIL6075,ORDER3807,PROD30,3,1005.21,3015.63
DETAIL6076,ORDER3808,PROD91,4,1858.59,7434.36
DETAIL6077,ORDER3809,PROD60,5,1470.15,7350.75
DETAIL6078,ORDER3810,PROD89,2,720.23,1440.46
DETAIL6079,ORDER3810,PROD85,3,1480.91,4442.73
DETAIL6080,ORDER3810,PROD186,1,634.72,634.72
DETAIL6081,ORDER3811,PROD178,1,1175.78,1175.78
DETAIL6082,ORDER3812,PROD125,6,299.99,1799.94
DETAIL6083,ORDER3812,PROD121,1,616.75,616.75
DETAIL6084,ORDER3813,PROD33,3,979.83,2939.49
DETAIL6085,ORDER3813,PROD258,1,1628.17,1628.17
DETAIL6086,ORDER3813,PROD218,2,786.05,1572.1
DETAIL6087,ORDER3814,PROD265,4,574.08,2296.32
DETAIL6088,ORDER3815,PROD237,5,418.83,2094.15
DETAIL6089,ORDER3815,PROD178,1,1175.78,1175.78
DETAIL6090,ORDER3816,PROD10,3,1076.07,3228.21
DETAIL6091,ORDER3817,PROD172,1,1036.51,1036.51
DETAIL6092,ORDER3817,PROD255,1,1843.99,1843.99
DETAIL6093,ORDER3818,PROD260,9,778.36,7005.24
DETAIL6094,ORDER3819,PROD75,8,902.55,7220.4
DETAIL6095,ORDER3819,PROD244,1,1045.79,1045.79
DETAIL6096,ORDER3820,PROD239,1,58.31,58.31
DETAIL6097,ORDER3821,PROD268,3,1750.59,5251.77
DETAIL6098,ORDER3821,PROD232,2,1338.11,2676.22
DETAIL6099,ORDER3822,PROD169,3,144.04,432.12
DETAIL6100,ORDER3822,PROD3,1,1238.0,1238.0
DETAIL6101,ORDER3822,PROD88,1,1557.45,1557.45
DETAIL6102,ORDER3823,PROD17,4,1034.96,4139.84
DETAIL6103,ORDER3824,PROD87,2,1691.31,3382.62
DETAIL6104,ORDER3825,PROD81,1,1222.72,1222.72
DETAIL6105,ORDER3825,PROD145,1,682.0,682.0
DETAIL6106,ORDER3826,PROD167,3,869.31,2607.93
DETAIL6107,ORDER3826,PROD256,1,529.4,529.4
DETAIL6108,ORDER3826,PROD10,1,1076.07,1076.07
DETAIL6109,ORDER3827,PROD261,3,1323.9,3971.7
DETAIL6110,ORDER3827,PROD232,1,1338.11,1338.11
DETAIL6111,ORDER3828,PROD100,5,1843.47,9217.35
DETAIL6112,ORDER3829,PROD151,4,561.4,2245.6
DETAIL6113,ORDER3830,PROD22,7,982.19,6875.33
DETAIL6114,ORDER3831,PROD90,1,152.5,152.5
DETAIL6115,ORDER3831,PROD99,2,86.75,173.5
DETAIL6116,ORDER3832,PROD4,7,1491.7,10441.9
DETAIL6117,ORDER3832,PROD146,1,1226.36,1226.36
DETAIL6118,ORDER3833,PROD154,7,632.49,4427.43
DETAIL6119,ORDER3834,PROD94,1,1540.07,1540.07
DETAIL6120,ORDER3835,PROD32,1,1751.26,1751.26
DETAIL6121,ORDER3836,PROD32,7,1751.26,12258.82
DETAIL6122,ORDER3837,PROD88,1,1557.45,1557.45
DETAIL6123,ORDER3837,PROD15,1,1370.57,1370.57
DETAIL6124,ORDER3838,PROD137,5,1602.56,8012.8
DETAIL6125,ORDER3839,PROD38,2,1301.89,2603.78
DETAIL6126,ORDER3840,PROD261,5,1323.9,6619.5
DETAIL6127,ORDER3840,PROD227,1,978.25,978.25
DETAIL6128,ORDER3840,PROD94,1,1540.07,1540.07
DETAIL6129,ORDER3841,PROD127,1,1245.37,1245.37
DETAIL6130,ORDER3841,PROD48,4,1254.74,5018.96
DETAIL6131,ORDER3841,PROD77,1,1782.64,1782.64
DETAIL6132,ORDER3842,PROD90,6,152.5,915.0
DETAIL6133,ORDER3842,PROD226,1,1371.33,1371.33
DETAIL6134,ORDER3843,PROD3,8,1238.0,9904.0
DETAIL6135,ORDER3844,PROD41,3,1607.22,4821.66
DETAIL6136,ORDER3845,PROD71,1,276.72,276.72
DETAIL6137,ORDER3846,PROD48,2,1254.74,2509.48
DETAIL6138,ORDER3846,PROD170,1,1597.14,1597.14
DETAIL6139,ORDER3847,PROD195,1,116.78,116.78
DETAIL6140,ORDER3847,PROD247,1,399.83,399.83
DETAIL6141,ORDER3848,PROD89,1,720.23,720.23
DETAIL6142,ORDER3848,PROD182,3,1341.41,4024.23
DETAIL6143,ORDER3849,PROD10,8,1076.07,8608.56
DETAIL6144,ORDER3850,PROD10,1,1076.07,1076.07
DETAIL6145,ORDER3850,PROD237,1,418.83,418.83
DETAIL6146,ORDER3851,PROD172,5,1036.51,5182.55
DETAIL6147,ORDER3852,PROD77,3,1782.64,5347.92
DETAIL6148,ORDER3852,PROD43,4,1684.88,6739.52
DETAIL6149,ORDER3852,PROD10,1,1076.07,1076.07
DETAIL6150,ORDER3853,PROD34,5,440.9,2204.5
DETAIL6151,ORDER3853,PROD87,5,1691.31,8456.55
DETAIL6152,ORDER3854,PROD199,3,1219.74,3659.22
DETAIL6153,ORDER3855,PROD232,7,1338.11,9366.77
DETAIL6154,ORDER3855,PROD135,2,1496.91,2993.82
DETAIL6155,ORDER3856,PROD89,2,720.23,1440.46
DETAIL6156,ORDER3857,PROD176,1,1677.31,1677.31
DETAIL6157,ORDER3857,PROD223,4,1812.35,7249.4
DETAIL6158,ORDER3858,PROD50,1,211.47,211.47
DETAIL6159,ORDER3858,PROD152,4,1182.6,4730.4
DETAIL6160,ORDER3859,PROD135,1,1496.91,1496.91
DETAIL6161,ORDER3859,PROD110,2,789.76,1579.52
DETAIL6162,ORDER3859,PROD154,2,632.49,1264.98
DETAIL6163,ORDER3860,PROD207,2,331.82,663.64
DETAIL6164,ORDER3861,PROD181,4,184.39,737.56
DETAIL6165,ORDER3861,PROD16,2,882.26,1764.52
DETAIL6166,ORDER3861,PROD100,1,1843.47,1843.47
DETAIL6167,ORDER3862,PROD39,3,1177.82,3533.46
DETAIL6168,ORDER3862,PROD159,1,1504.46,1504.46
DETAIL6169,ORDER3863,PROD230,4,1364.56,5458.24
DETAIL6170,ORDER3863,PROD177,1,461.09,461.09
DETAIL6171,ORDER3864,PROD70,3,154.82,464.46
DETAIL6172,ORDER3864,PROD128,2,1853.91,3707.82
DETAIL6173,ORDER3865,PROD234,4,1296.72,5186.88
DETAIL6174,ORDER3865,PROD153,5,1419.79,7098.95
DETAIL6175,ORDER3866,PROD86,1,1217.44,1217.44
DETAIL6176,ORDER3867,PROD215,1,1656.11,1656.11
DETAIL6177,ORDER3867,PROD170,2,1597.14,3194.28
DETAIL6178,ORDER3868,PROD220,1,757.96,757.96
DETAIL6179,ORDER3869,PROD20,2,1310.7,2621.4
DETAIL6180,ORDER3870,PROD200,8,527.18,4217.44
DETAIL6181,ORDER3871,PROD4,9,1491.7,13425.3
DETAIL6182,ORDER3872,PROD58,4,1754.73,7018.92
DETAIL6183,ORDER3872,PROD225,1,725.64,725.64
DETAIL6184,ORDER3873,PROD86,5,1217.44,6087.2
DETAIL6185,ORDER3874,PROD115,1,1017.94,1017.94
DETAIL6186,ORDER3875,PROD123,8,1414.08,11312.64
DETAIL6187,ORDER3875,PROD91,1,1858.59,1858.59
DETAIL6188,ORDER3875,PROD186,1,634.72,634.72
DETAIL6189,ORDER3876,PROD220,4,757.96,3031.84
DETAIL6190,ORDER3876,PROD118,1,538.09,538.09
DETAIL6191,ORDER3877,PROD181,7,184.39,1290.73
DETAIL6192,ORDER3877,PROD127,2,1245.37,2490.74
DETAIL6193,ORDER3878,PROD248,4,1594.2,6376.8
DETAIL6194,ORDER3879,PROD38,2,1301.89,2603.78
DETAIL6195,ORDER3879,PROD36,1,1366.18,1366.18
DETAIL6196,ORDER3879,PROD170,1,1597.14,1597.14
DETAIL6197,ORDER3880,PROD102,5,1695.46,8477.3
DETAIL6198,ORDER3880,PROD176,1,1677.31,1677.31
DETAIL6199,ORDER3880,PROD116,1,414.24,414.24
DETAIL6200,ORDER3881,PROD145,3,682.0,2046.0
DETAIL6201,ORDER3882,PROD130,1,321.69,321.69
DETAIL6202,ORDER3883,PROD27,3,838.43,2515.29
DETAIL6203,ORDER3883,PROD208,4,685.36,2741.44
DETAIL6204,ORDER3884,PROD97,6,1170.06,7020.36
DETAIL6205,ORDER3885,PROD131,2,1110.53,2221.06
DETAIL6206,ORDER3885,PROD40,7,1833.31,12833.17
DETAIL6207,ORDER3885,PROD11,1,1222.91,1222.91
DETAIL6208,ORDER3886,PROD2,9,1965.67,17691.03
DETAIL6209,ORDER3886,PROD161,1,1901.65,1901.65
DETAIL6210,ORDER3887,PROD252,1,836.11,836.11
DETAIL6211,ORDER3888,PROD255,5,1843.99,9219.95
DETAIL6212,ORDER3889,PROD240,2,1788.91,3577.82
DETAIL6213,ORDER3889,PROD246,3,1575.6,4726.8
DETAIL6214,ORDER3890,PROD75,6,902.55,5415.3
DETAIL6215,ORDER3890,PROD257,2,1136.86,2273.72
DETAIL6216,ORDER3891,PROD257,4,1136.86,4547.44
DETAIL6217,ORDER3891,PROD219,5,1548.14,7740.7
DETAIL6218,ORDER3892,PROD210,2,1212.09,2424.18
DETAIL6219,ORDER3892,PROD68,3,1987.75,5963.25
DETAIL6220,ORDER3893,PROD30,2,1005.21,2010.42
DETAIL6221,ORDER3894,PROD249,2,581.77,1163.54
DETAIL6222,ORDER3895,PROD40,1,1833.31,1833.31
DETAIL6223,ORDER3895,PROD121,5,616.75,3083.75
DETAIL6224,ORDER3896,PROD27,3,838.43,2515.29
DETAIL6225,ORDER3897,PROD256,6,529.4,3176.4
DETAIL6226,ORDER3897,PROD200,1,527.18,527.18
DETAIL6227,ORDER3898,PROD211,2,787.68,1575.36
DETAIL6228,ORDER3899,PROD135,4,1496.91,5987.64
DETAIL6229,ORDER3899,PROD132,2,1925.49,3850.98
DETAIL6230,ORDER3900,PROD162,6,66.53,399.18
DETAIL6231,ORDER3901,PROD13,3,642.99,1928.97
DETAIL6232,ORDER3901,PROD40,1,1833.31,1833.31
DETAIL6233,ORDER3902,PROD157,1,1630.77,1630.77
DETAIL6234,ORDER3902,PROD85,1,1480.91,1480.91
DETAIL6235,ORDER3902,PROD46,3,1585.41,4756.23
DETAIL6236,ORDER3903,PROD205,5,1315.11,6575.55
DETAIL6237,ORDER3904,PROD113,1,1594.57,1594.57
DETAIL6238,ORDER3905,PROD42,3,671.14,2013.42
DETAIL6239,ORDER3905,PROD224,2,1026.85,2053.7
DETAIL6240,ORDER3906,PROD175,3,658.6,1975.8
DETAIL6241,ORDER3906,PROD114,1,460.88,460.88
DETAIL6242,ORDER3907,PROD65,2,1152.39,2304.78
DETAIL6243,ORDER3908,PROD213,1,1268.91,1268.91
DETAIL6244,ORDER3908,PROD96,1,1291.41,1291.41
DETAIL6245,ORDER3908,PROD62,3,852.24,2556.72
DETAIL6246,ORDER3909,PROD36,2,1366.18,2732.36
DETAIL6247,ORDER3909,PROD77,1,1782.64,1782.64
DETAIL6248,ORDER3910,PROD81,1,1222.72,1222.72
DETAIL6249,ORDER3910,PROD77,2,1782.64,3565.28
DETAIL6250,ORDER3911,PROD69,2,520.57,1041.14
DETAIL6251,ORDER3912,PROD24,2,328.42,656.84
DETAIL6252,ORDER3913,PROD21,5,1173.26,5866.3
DETAIL6253,ORDER3913,PROD64,1,199.63,199.63
DETAIL6254,ORDER3914,PROD133,3,971.0,2913.0
DETAIL6255,ORDER3915,PROD152,6,1182.6,7095.6
DETAIL6256,ORDER3915,PROD96,2,1291.41,2582.82
DETAIL6257,ORDER3916,PROD248,5,1594.2,7971.0
DETAIL6258,ORDER3916,PROD168,1,971.85,971.85
DETAIL6259,ORDER3917,PROD149,7,158.35,1108.45
DETAIL6260,ORDER3917,PROD78,1,1837.3,1837.3
DETAIL6261,ORDER3918,PROD268,3,1750.59,5251.77
DETAIL6262,ORDER3918,PROD128,2,1853.91,3707.82
DETAIL6263,ORDER3919,PROD74,3,1315.07,3945.21
DETAIL6264,ORDER3920,PROD78,1,1837.3,1837.3
DETAIL6265,ORDER3921,PROD138,8,451.34,3610.72
DETAIL6266,ORDER3921,PROD56,1,1390.85,1390.85
DETAIL6267,ORDER3922,PROD191,2,1134.63,2269.26
DETAIL6268,ORDER3922,PROD62,4,852.24,3408.96
DETAIL6269,ORDER3923,PROD102,1,1695.46,1695.46
DETAIL6270,ORDER3923,PROD157,1,1630.77,1630.77
DETAIL6271,ORDER3924,PROD113,6,1594.57,9567.42
DETAIL6272,ORDER3925,PROD229,2,1283.1,2566.2
DETAIL6273,ORDER3926,PROD104,2,130.77,261.54
DETAIL6274,ORDER3927,PROD244,4,1045.79,4183.16
