ReturnID,OrderID,ProductID,ReturnDate,Reason,Status,RefundAmount
RETURN889,ORDER16629,PROD100,2024-04-10,Changed Mind,Rejected,0.0
RETURN890,ORDER11025,PROD246,2024-01-14,Defective,Rejected,0.0
RETURN891,ORDER16547,PROD54,2023-01-25,Changed Mind,Accepted,12859.14
RETURN892,ORDER8600,PROD125,2024-03-31,Not as Described,Rejected,0.0
RETURN893,ORDER3604,PROD210,2024-05-06,Not as Described,Accepted,6060.45
RETURN894,ORDER19778,PROD236,2023-08-09,Defective,Accepted,12958.75
RETURN895,ORDER2205,PROD190,2022-07-16,Defective,Accepted,7320.12
RETURN896,ORDER3554,PROD133,2024-09-09,Changed Mind,Rejected,0.0
RETURN897,ORDER7006,PROD71,2024-10-11,Wrong Item,Accepted,1383.6
RETURN898,ORDER15184,PROD79,2024-07-10,Wrong Item,Rejected,0.0
RETURN899,ORDER506,PROD57,2022-05-22,Not as Described,Accepted,509.44
RETURN900,ORDER7257,PROD7,2023-02-03,Wrong Item,Accepted,6464.32
RETURN901,ORDER8555,PROD88,2023-02-24,Not as Described,Rejected,0.0
RETURN902,ORDER11531,PROD71,2023-01-28,Not as Described,Accepted,553.44
RETURN903,ORDER4305,PROD77,2022-06-04,Wrong Item,Accepted,12478.48
RETURN904,ORDER14807,PROD81,2024-02-19,Defective,Accepted,2445.44
RETURN905,ORDER7305,PROD149,2024-05-08,Defective,Rejected,0.0
RETURN906,ORDER13154,PROD49,2022-12-14,Changed Mind,Rejected,0.0
RETURN907,ORDER14306,PROD127,2024-06-22,Wrong Item,Rejected,0.0
RETURN908,ORDER3842,PROD15,2024-04-10,Changed Mind,Rejected,0.0
RETURN909,ORDER18383,PROD100,2023-05-09,Wrong Item,Accepted,18434.7
RETURN910,ORDER8926,PROD85,2022-03-08,Wrong Item,Rejected,0.0
RETURN911,ORDER1323,PROD85,2022-09-27,Defective,Accepted,1480.91
RETURN912,ORDER15436,PROD242,2024-08-05,Wrong Item,Rejected,0.0
RETURN913,ORDER18735,PROD109,2023-01-12,Changed Mind,Rejected,0.0
RETURN914,ORDER14502,PROD135,2023-04-10,Changed Mind,Rejected,0.0
RETURN915,ORDER4741,PROD186,2024-10-04,Not as Described,Accepted,5077.76
RETURN916,ORDER655,PROD219,2022-05-12,Changed Mind,Accepted,13933.26
RETURN917,ORDER14070,PROD107,2023-12-24,Not as Described,Rejected,0.0
RETURN918,ORDER7332,PROD231,2022-05-14,Defective,Rejected,0.0
RETURN919,ORDER18715,PROD187,2023-01-31,Wrong Item,Accepted,3713.62
RETURN920,ORDER3172,PROD203,2024-09-22,Changed Mind,Accepted,806.86
RETURN921,ORDER12010,PROD108,2024-01-11,Not as Described,Accepted,3479.0
RETURN922,ORDER16639,PROD186,2022-03-28,Defective,Accepted,3173.6
RETURN923,ORDER14404,PROD264,2024-02-29,Changed Mind,Rejected,0.0
RETURN924,ORDER5901,PROD150,2022-01-28,Changed Mind,Accepted,7152.6
RETURN925,ORDER8098,PROD261,2022-08-16,Not as Described,Accepted,11915.1
RETURN926,ORDER11837,PROD21,2024-04-01,Defective,Accepted,11732.6
RETURN927,ORDER11380,PROD92,2023-01-07,Not as Described,Rejected,0.0
RETURN928,ORDER5520,PROD232,2024-06-17,Changed Mind,Rejected,0.0
RETURN929,ORDER13273,PROD21,2022-11-24,Changed Mind,Accepted,4693.04
RETURN930,ORDER165,PROD200,2022-07-28,Not as Described,Accepted,4744.62
RETURN931,ORDER9546,PROD204,2022-04-05,Changed Mind,Accepted,9515.59
RETURN932,ORDER1042,PROD25,2023-01-20,Changed Mind,Rejected,0.0
RETURN933,ORDER15861,PROD34,2023-07-26,Changed Mind,Accepted,3527.2
RETURN934,ORDER5875,PROD61,2024-12-22,Defective,Rejected,0.0
RETURN935,ORDER428,PROD188,2024-11-07,Wrong Item,Accepted,2265.0
RETURN936,ORDER6064,PROD198,2023-08-26,Defective,Accepted,7142.8
RETURN937,ORDER17702,PROD175,2024-06-22,Defective,Rejected,0.0
RETURN938,ORDER1960,PROD75,2022-05-21,Changed Mind,Accepted,4512.75
RETURN939,ORDER19861,PROD117,2022-09-10,Changed Mind,Rejected,0.0
RETURN940,ORDER17841,PROD87,2023-10-10,Not as Described,Rejected,0.0
RETURN941,ORDER7396,PROD202,2024-02-05,Wrong Item,Accepted,4460.45
RETURN942,ORDER6430,PROD121,2024-08-13,Changed Mind,Accepted,5550.75
RETURN943,ORDER7721,PROD120,2024-04-29,Defective,Rejected,0.0
RETURN944,ORDER14015,PROD122,2022-12-01,Defective,Rejected,0.0
RETURN945,ORDER17969,PROD17,2023-03-20,Wrong Item,Accepted,3104.88
RETURN946,ORDER16875,PROD99,2022-06-03,Wrong Item,Accepted,780.75
RETURN947,ORDER111,PROD208,2024-02-02,Defective,Accepted,6168.24
RETURN948,ORDER3462,PROD3,2024-02-07,Changed Mind,Rejected,0.0
RETURN949,ORDER18309,PROD236,2024-11-23,Wrong Item,Rejected,0.0
RETURN950,ORDER19657,PROD123,2023-02-15,Defective,Accepted,7070.4
RETURN951,ORDER1892,PROD174,2022-02-01,Defective,Accepted,719.08
RETURN952,ORDER17378,PROD158,2023-01-02,Defective,Rejected,0.0
RETURN953,ORDER14993,PROD123,2024-12-21,Changed Mind,Accepted,12726.72
RETURN954,ORDER14392,PROD183,2022-12-05,Wrong Item,Accepted,773.87
RETURN955,ORDER18465,PROD14,2024-08-26,Changed Mind,Rejected,0.0
RETURN956,ORDER13951,PROD114,2024-06-08,Wrong Item,Rejected,0.0
RETURN957,ORDER12592,PROD229,2022-05-03,Not as Described,Rejected,0.0
RETURN958,ORDER17750,PROD88,2024-05-20,Changed Mind,Accepted,7787.25
RETURN959,ORDER2445,PROD156,2024-07-29,Changed Mind,Rejected,0.0
RETURN960,ORDER10924,PROD251,2022-09-24,Wrong Item,Rejected,0.0
RETURN961,ORDER2072,PROD3,2023-07-17,Wrong Item,Accepted,11142.0
RETURN962,ORDER13683,PROD196,2023-04-18,Wrong Item,Accepted,7168.8
RETURN963,ORDER6567,PROD124,2023-07-01,Changed Mind,Accepted,1679.1
RETURN964,ORDER17289,PROD170,2022-01-26,Wrong Item,Rejected,0.0
RETURN965,ORDER15163,PROD71,2022-10-14,Wrong Item,Accepted,2767.2
RETURN966,ORDER18769,PROD24,2023-09-24,Not as Described,Rejected,0.0
RETURN967,ORDER14191,PROD17,2024-02-28,Changed Mind,Accepted,8279.68
RETURN968,ORDER2285,PROD16,2022-07-24,Wrong Item,Rejected,0.0
RETURN969,ORDER17423,PROD118,2024-09-28,Wrong Item,Rejected,0.0
RETURN970,ORDER18339,PROD50,2022-12-17,Wrong Item,Accepted,1480.29
RETURN971,ORDER13848,PROD110,2022-10-04,Not as Described,Rejected,0.0
RETURN972,ORDER19297,PROD230,2023-12-25,Changed Mind,Rejected,0.0
RETURN973,ORDER10973,PROD183,2024-10-13,Changed Mind,Rejected,0.0
RETURN974,ORDER17050,PROD112,2024-10-14,Defective,Rejected,0.0
RETURN975,ORDER2395,PROD33,2022-01-25,Changed Mind,Accepted,9798.3
RETURN976,ORDER11676,PROD213,2022-04-06,Defective,Rejected,0.0
RETURN977,ORDER11601,PROD89,2022-01-13,Defective,Rejected,0.0
RETURN978,ORDER18734,PROD16,2024-06-04,Not as Described,Rejected,0.0
RETURN979,ORDER3936,PROD67,2022-04-16,Changed Mind,Accepted,7016.64
RETURN980,ORDER2542,PROD197,2024-02-05,Changed Mind,Accepted,4577.58
RETURN981,ORDER9758,PROD145,2023-01-15,Changed Mind,Accepted,4092.0
RETURN982,ORDER11139,PROD227,2023-04-28,Defective,Accepted,2934.75
RETURN983,ORDER16505,PROD225,2022-10-05,Defective,Rejected,0.0
RETURN984,ORDER15295,PROD17,2024-08-12,Changed Mind,Rejected,0.0
RETURN985,ORDER2422,PROD139,2022-11-12,Changed Mind,Rejected,0.0
RETURN986,ORDER14811,PROD233,2024-10-04,Wrong Item,Accepted,3530.88
RETURN987,ORDER19916,PROD66,2024-12-25,Defective,Accepted,12744.83
RETURN988,ORDER7741,PROD216,2023-11-25,Changed Mind,Rejected,0.0
RETURN989,ORDER451,PROD147,2023-12-28,Wrong Item,Rejected,0.0
RETURN990,ORDER2127,PROD194,2024-03-07,Not as Described,Rejected,0.0
RETURN991,ORDER15433,PROD241,2023-09-30,Changed Mind,Accepted,9472.05
RETURN992,ORDER2464,PROD233,2022-03-13,Changed Mind,Accepted,1176.96
RETURN993,ORDER5644,PROD27,2022-11-23,Wrong Item,Rejected,0.0
RETURN994,ORDER17726,PROD127,2023-09-13,Changed Mind,Rejected,0.0
RETURN995,ORDER11605,PROD187,2024-11-25,Wrong Item,Accepted,5570.43
RETURN996,ORDER11250,PROD258,2022-03-16,Changed Mind,Rejected,0.0
RETURN997,ORDER8454,PROD22,2022-12-30,Defective,Rejected,0.0
RETURN998,ORDER36,PROD199,2023-02-12,Defective,Rejected,0.0
RETURN999,ORDER9153,PROD121,2022-07-17,Changed Mind,Rejected,0.0
RETURN1000,ORDER12723,PROD80,2024-12-29,Changed Mind,Accepted,2235.36
RETURN1001,ORDER7472,PROD251,2022-07-07,Changed Mind,Rejected,0.0
RETURN1002,ORDER16569,PROD101,2024-05-09,Changed Mind,Accepted,1497.94
RETURN1003,ORDER6542,PROD173,2024-02-11,Wrong Item,Accepted,13921.36
RETURN1004,ORDER13178,PROD13,2023-03-31,Wrong Item,Rejected,0.0
RETURN1005,ORDER16678,PROD38,2023-02-04,Changed Mind,Accepted,3905.67
RETURN1006,ORDER15316,PROD107,2024-01-27,Not as Described,Rejected,0.0
RETURN1007,ORDER14208,PROD195,2024-08-12,Changed Mind,Rejected,0.0
RETURN1008,ORDER16141,PROD71,2024-03-09,Defective,Accepted,2213.76
RETURN1009,ORDER19976,PROD208,2023-05-06,Defective,Accepted,6853.6
RETURN1010,ORDER19048,PROD172,2022-09-19,Wrong Item,Rejected,0.0
RETURN1011,ORDER16352,PROD262,2023-04-03,Wrong Item,Rejected,0.0
RETURN1012,ORDER8805,PROD29,2024-07-21,Not as Described,Accepted,1115.38
RETURN1013,ORDER9887,PROD200,2023-12-08,Changed Mind,Accepted,5271.8
RETURN1014,ORDER2398,PROD161,2024-01-06,Changed Mind,Accepted,1901.65
RETURN1015,ORDER16079,PROD146,2023-12-11,Not as Described,Rejected,0.0
RETURN1016,ORDER14572,PROD128,2022-11-08,Changed Mind,Rejected,0.0
RETURN1017,ORDER19676,PROD132,2024-01-24,Wrong Item,Accepted,15403.92
RETURN1018,ORDER2838,PROD117,2023-02-10,Wrong Item,Rejected,0.0
RETURN1019,ORDER5949,PROD34,2022-12-16,Not as Described,Accepted,3086.3
RETURN1020,ORDER11149,PROD77,2022-02-14,Changed Mind,Rejected,0.0
RETURN1021,ORDER13517,PROD231,2024-02-13,Not as Described,Accepted,9414.4
RETURN1022,ORDER6390,PROD37,2024-10-06,Changed Mind,Rejected,0.0
RETURN1023,ORDER14697,PROD264,2024-04-24,Not as Described,Rejected,0.0
RETURN1024,ORDER16374,PROD145,2023-06-06,Not as Described,Accepted,6820.0
RETURN1025,ORDER18199,PROD39,2023-07-28,Not as Described,Accepted,10600.38
RETURN1026,ORDER5985,PROD23,2022-10-13,Wrong Item,Rejected,0.0
RETURN1027,ORDER4784,PROD147,2024-08-12,Wrong Item,Rejected,0.0
RETURN1028,ORDER19079,PROD1,2022-12-07,Defective,Accepted,11268.12
RETURN1029,ORDER10159,PROD146,2023-03-23,Not as Described,Accepted,4905.44
RETURN1030,ORDER3764,PROD133,2023-07-31,Defective,Accepted,7768.0
RETURN1031,ORDER2673,PROD100,2023-10-06,Wrong Item,Accepted,11060.82
RETURN1032,ORDER17956,PROD104,2023-01-06,Changed Mind,Accepted,784.62
RETURN1033,ORDER7177,PROD82,2022-08-26,Defective,Accepted,4133.43
RETURN1034,ORDER17148,PROD103,2023-04-26,Wrong Item,Rejected,0.0
RETURN1035,ORDER17821,PROD122,2023-11-16,Not as Described,Rejected,0.0
RETURN1036,ORDER12734,PROD228,2024-03-28,Not as Described,Rejected,0.0
RETURN1037,ORDER7235,PROD142,2022-03-14,Wrong Item,Rejected,0.0
RETURN1038,ORDER12682,PROD50,2022-02-16,Defective,Rejected,0.0
RETURN1039,ORDER10126,PROD44,2024-05-16,Changed Mind,Rejected,0.0
RETURN1040,ORDER8115,PROD143,2024-05-30,Defective,Rejected,0.0
RETURN1041,ORDER15188,PROD190,2022-12-03,Changed Mind,Accepted,10980.18
RETURN1042,ORDER9395,PROD45,2023-05-17,Changed Mind,Rejected,0.0
RETURN1043,ORDER14775,PROD240,2024-10-16,Wrong Item,Rejected,0.0
RETURN1044,ORDER4942,PROD33,2022-09-18,Wrong Item,Accepted,979.83
RETURN1045,ORDER18815,PROD66,2024-06-02,Wrong Item,Rejected,0.0
RETURN1046,ORDER12033,PROD204,2024-03-01,Defective,Accepted,1359.37
RETURN1047,ORDER2587,PROD143,2022-04-29,Not as Described,Accepted,1476.66
RETURN1048,ORDER19609,PROD252,2022-12-18,Wrong Item,Accepted,836.11
RETURN1049,ORDER91,PROD43,2024-11-12,Changed Mind,Accepted,11794.16
RETURN1050,ORDER9326,PROD84,2023-06-06,Not as Described,Accepted,1465.04
RETURN1051,ORDER11808,PROD135,2022-07-30,Not as Described,Accepted,10478.37
RETURN1052,ORDER1047,PROD76,2022-07-21,Not as Described,Accepted,6027.9
RETURN1053,ORDER13944,PROD217,2023-10-17,Changed Mind,Accepted,11007.2
RETURN1054,ORDER16607,PROD4,2023-07-07,Changed Mind,Accepted,10441.9
RETURN1055,ORDER2700,PROD144,2022-09-01,Changed Mind,Rejected,0.0
RETURN1056,ORDER10415,PROD105,2024-10-20,Defective,Rejected,0.0
RETURN1057,ORDER5899,PROD263,2022-06-10,Wrong Item,Rejected,0.0
RETURN1058,ORDER11870,PROD23,2024-10-20,Wrong Item,Accepted,2177.5
RETURN1059,ORDER1529,PROD54,2022-05-09,Not as Described,Accepted,5511.06
RETURN1060,ORDER2377,PROD215,2022-08-19,Changed Mind,Rejected,0.0
RETURN1061,ORDER1481,PROD195,2022-03-19,Not as Described,Rejected,0.0
RETURN1062,ORDER3453,PROD9,2022-10-10,Not as Described,Rejected,0.0
RETURN1063,ORDER18333,PROD253,2024-06-07,Wrong Item,Rejected,0.0
RETURN1064,ORDER14667,PROD254,2022-09-06,Changed Mind,Rejected,0.0
RETURN1065,ORDER16838,PROD90,2023-08-02,Changed Mind,Rejected,0.0
RETURN1066,ORDER15908,PROD51,2024-01-29,Defective,Accepted,4536.84
RETURN1067,ORDER2541,PROD173,2023-10-10,Not as Described,Accepted,13921.36
RETURN1068,ORDER12670,PROD62,2024-07-24,Not as Described,Rejected,0.0
RETURN1069,ORDER11079,PROD15,2024-10-28,Defective,Rejected,0.0
RETURN1070,ORDER19207,PROD176,2023-11-23,Wrong Item,Accepted,8386.55
RETURN1071,ORDER8400,PROD265,2023-01-22,Not as Described,Rejected,0.0
RETURN1072,ORDER3138,PROD111,2022-06-15,Wrong Item,Rejected,0.0
RETURN1073,ORDER13922,PROD158,2022-11-04,Defective,Accepted,8536.2
RETURN1074,ORDER6701,PROD67,2022-02-10,Not as Described,Accepted,8186.08
RETURN1075,ORDER15230,PROD73,2022-05-25,Not as Described,Rejected,0.0
RETURN1076,ORDER6165,PROD221,2022-08-12,Defective,Accepted,9539.36
RETURN1077,ORDER16387,PROD210,2023-01-01,Defective,Accepted,4848.36
RETURN1078,ORDER4239,PROD19,2023-07-22,Defective,Rejected,0.0
RETURN1079,ORDER11372,PROD7,2022-04-21,Changed Mind,Rejected,0.0
RETURN1080,ORDER2967,PROD106,2023-09-23,Wrong Item,Accepted,10301.44
RETURN1081,ORDER4048,PROD142,2022-11-16,Changed Mind,Accepted,3064.04
RETURN1082,ORDER6628,PROD22,2024-06-09,Not as Described,Rejected,0.0
RETURN1083,ORDER5395,PROD102,2022-11-06,Changed Mind,Rejected,0.0
RETURN1084,ORDER12361,PROD80,2023-03-20,Defective,Accepted,1862.8
RETURN1085,ORDER15137,PROD98,2023-02-19,Defective,Accepted,11753.52
RETURN1086,ORDER3354,PROD107,2023-07-08,Not as Described,Rejected,0.0
RETURN1087,ORDER18129,PROD183,2024-08-20,Defective,Accepted,3869.35
RETURN1088,ORDER18883,PROD195,2022-03-15,Wrong Item,Accepted,934.24
RETURN1089,ORDER6703,PROD243,2023-05-05,Defective,Accepted,15585.8
RETURN1090,ORDER1857,PROD15,2022-09-05,Wrong Item,Accepted,4111.71
RETURN1091,ORDER2698,PROD93,2022-10-10,Changed Mind,Rejected,0.0
RETURN1092,ORDER7666,PROD174,2023-02-17,Changed Mind,Rejected,0.0
RETURN1093,ORDER18044,PROD206,2022-03-11,Defective,Accepted,4122.3
RETURN1094,ORDER11500,PROD66,2023-08-21,Wrong Item,Accepted,1820.69
RETURN1095,ORDER7939,PROD113,2023-05-03,Not as Described,Rejected,0.0
RETURN1096,ORDER5690,PROD200,2022-07-09,Not as Described,Rejected,0.0
RETURN1097,ORDER16496,PROD42,2024-10-17,Defective,Accepted,4697.98
RETURN1098,ORDER10440,PROD218,2022-12-11,Wrong Item,Rejected,0.0
RETURN1099,ORDER11147,PROD220,2023-01-19,Not as Described,Rejected,0.0
RETURN1100,ORDER5870,PROD18,2024-06-29,Changed Mind,Accepted,2821.92
RETURN1101,ORDER14512,PROD76,2022-06-20,Not as Described,Accepted,5425.11
RETURN1102,ORDER3445,PROD86,2024-06-18,Changed Mind,Accepted,12174.4
RETURN1103,ORDER6216,PROD14,2024-09-01,Changed Mind,Rejected,0.0
RETURN1104,ORDER12522,PROD155,2022-04-18,Not as Described,Rejected,0.0
RETURN1105,ORDER7678,PROD134,2022-02-03,Not as Described,Rejected,0.0
RETURN1106,ORDER6,PROD21,2022-10-20,Changed Mind,Accepted,9386.08
RETURN1107,ORDER17039,PROD189,2023-11-25,Changed Mind,Rejected,0.0
RETURN1108,ORDER19845,PROD194,2023-09-16,Wrong Item,Rejected,0.0
RETURN1109,ORDER9162,PROD256,2024-07-26,Wrong Item,Rejected,0.0
RETURN1110,ORDER1086,PROD156,2023-10-18,Changed Mind,Accepted,461.63
RETURN1111,ORDER17394,PROD12,2023-04-22,Changed Mind,Accepted,5837.09
RETURN1112,ORDER15593,PROD222,2022-06-05,Wrong Item,Accepted,10207.2
RETURN1113,ORDER10100,PROD36,2023-11-14,Wrong Item,Rejected,0.0
RETURN1114,ORDER4303,PROD124,2024-04-09,Wrong Item,Rejected,0.0
RETURN1115,ORDER4229,PROD48,2023-12-13,Changed Mind,Rejected,0.0
RETURN1116,ORDER16311,PROD64,2024-04-22,Not as Described,Rejected,0.0
RETURN1117,ORDER15177,PROD45,2024-05-19,Not as Described,Accepted,226.53
RETURN1118,ORDER3910,PROD224,2023-04-15,Not as Described,Accepted,3080.55
RETURN1119,ORDER4272,PROD239,2023-05-06,Not as Described,Rejected,0.0
RETURN1120,ORDER18089,PROD216,2023-11-10,Changed Mind,Accepted,11218.68
RETURN1121,ORDER7143,PROD105,2024-12-28,Not as Described,Rejected,0.0
RETURN1122,ORDER5161,PROD8,2024-08-28,Defective,Accepted,5807.28
RETURN1123,ORDER12629,PROD100,2023-03-17,Wrong Item,Rejected,0.0
RETURN1124,ORDER13555,PROD148,2024-01-12,Changed Mind,Rejected,0.0
RETURN1125,ORDER10548,PROD35,2024-11-19,Defective,Rejected,0.0
RETURN1126,ORDER6143,PROD116,2023-06-14,Defective,Rejected,0.0
RETURN1127,ORDER18177,PROD25,2024-12-07,Changed Mind,Rejected,0.0
RETURN1128,ORDER19714,PROD234,2022-10-18,Defective,Accepted,10373.76
RETURN1129,ORDER9952,PROD4,2022-02-08,Wrong Item,Rejected,0.0
RETURN1130,ORDER12740,PROD223,2024-11-08,Defective,Accepted,10874.1
RETURN1131,ORDER1158,PROD235,2024-02-02,Changed Mind,Rejected,0.0
RETURN1132,ORDER19272,PROD74,2022-12-05,Wrong Item,Accepted,5260.28
RETURN1133,ORDER6062,PROD149,2022-12-30,Not as Described,Rejected,0.0
RETURN1134,ORDER17528,PROD208,2024-05-27,Defective,Accepted,4112.16
RETURN1135,ORDER18693,PROD187,2022-05-16,Defective,Rejected,0.0
RETURN1136,ORDER4667,PROD172,2022-08-16,Not as Described,Rejected,0.0
RETURN1137,ORDER8472,PROD45,2022-05-09,Changed Mind,Accepted,75.51
RETURN1138,ORDER7815,PROD65,2022-02-14,Changed Mind,Accepted,10371.51
RETURN1139,ORDER8133,PROD107,2024-01-07,Wrong Item,Rejected,0.0
RETURN1140,ORDER14493,PROD54,2024-05-17,Defective,Rejected,0.0
RETURN1141,ORDER18337,PROD40,2023-10-30,Not as Described,Accepted,9166.55
RETURN1142,ORDER12955,PROD41,2024-01-18,Not as Described,Rejected,0.0
RETURN1143,ORDER1949,PROD133,2022-12-24,Wrong Item,Rejected,0.0
RETURN1144,ORDER12929,PROD78,2023-02-19,Wrong Item,Accepted,5511.9
RETURN1145,ORDER4551,PROD141,2022-02-03,Not as Described,Rejected,0.0
RETURN1146,ORDER16043,PROD9,2024-08-14,Wrong Item,Accepted,4565.5
RETURN1147,ORDER18947,PROD163,2024-11-18,Wrong Item,Accepted,6390.79
RETURN1148,ORDER17335,PROD174,2023-11-06,Wrong Item,Rejected,0.0
RETURN1149,ORDER16461,PROD185,2024-01-27,Wrong Item,Accepted,8284.9
RETURN1150,ORDER6515,PROD196,2023-04-21,Defective,Rejected,0.0
RETURN1151,ORDER16650,PROD232,2023-02-17,Changed Mind,Accepted,2676.22
RETURN1152,ORDER1889,PROD122,2023-01-07,Defective,Rejected,0.0
RETURN1153,ORDER18401,PROD172,2023-02-06,Not as Described,Accepted,6219.06
RETURN1154,ORDER8257,PROD221,2022-06-06,Not as Described,Accepted,2384.84
RETURN1155,ORDER9294,PROD130,2022-05-21,Defective,Accepted,1286.76
RETURN1156,ORDER1079,PROD56,2022-02-27,Defective,Rejected,0.0
RETURN1157,ORDER13987,PROD255,2024-01-31,Defective,Accepted,18439.9
RETURN1158,ORDER237,PROD188,2023-11-22,Wrong Item,Rejected,0.0
RETURN1159,ORDER2399,PROD64,2025-01-02,Changed Mind,Accepted,1796.67
RETURN1160,ORDER684,PROD62,2023-03-07,Changed Mind,Accepted,8522.4
RETURN1161,ORDER9264,PROD193,2024-06-19,Defective,Accepted,16135.8
RETURN1162,ORDER9024,PROD12,2022-10-01,Changed Mind,Accepted,3335.48
RETURN1163,ORDER4274,PROD168,2023-07-23,Changed Mind,Accepted,1943.7
RETURN1164,ORDER15896,PROD89,2023-05-27,Not as Described,Rejected,0.0
RETURN1165,ORDER11368,PROD53,2025-01-11,Changed Mind,Accepted,7679.5
RETURN1166,ORDER9272,PROD265,2022-11-22,Wrong Item,Rejected,0.0
RETURN1167,ORDER10577,PROD10,2022-08-13,Not as Described,Accepted,2152.14
RETURN1168,ORDER18914,PROD227,2024-08-26,Changed Mind,Rejected,0.0
RETURN1169,ORDER4521,PROD149,2024-10-13,Wrong Item,Rejected,0.0
RETURN1170,ORDER15924,PROD168,2022-09-21,Changed Mind,Accepted,3887.4
RETURN1171,ORDER18323,PROD178,2024-12-31,Wrong Item,Rejected,0.0
RETURN1172,ORDER7008,PROD12,2023-09-16,Wrong Item,Accepted,7504.83
RETURN1173,ORDER8240,PROD109,2024-10-13,Wrong Item,Accepted,997.3
RETURN1174,ORDER19639,PROD124,2022-07-14,Defective,Rejected,0.0
RETURN1175,ORDER5143,PROD160,2022-07-26,Changed Mind,Accepted,6511.74
RETURN1176,ORDER2551,PROD141,2023-11-02,Defective,Rejected,0.0
RETURN1177,ORDER9136,PROD140,2023-01-08,Defective,Rejected,0.0
RETURN1178,ORDER8628,PROD76,2024-06-20,Wrong Item,Rejected,0.0
RETURN1179,ORDER107,PROD142,2022-05-15,Not as Described,Accepted,10724.14
RETURN1180,ORDER7460,PROD57,2024-12-21,Wrong Item,Rejected,0.0
RETURN1181,ORDER18170,PROD165,2023-07-06,Defective,Rejected,0.0
RETURN1182,ORDER5670,PROD169,2024-01-06,Wrong Item,Accepted,1152.32
RETURN1183,ORDER434,PROD199,2023-10-27,Changed Mind,Accepted,3659.22
RETURN1184,ORDER11891,PROD189,2022-11-11,Defective,Accepted,894.63
RETURN1185,ORDER1946,PROD253,2023-07-15,Defective,Accepted,6478.15
RETURN1186,ORDER3349,PROD13,2022-04-17,Defective,Accepted,5786.91
RETURN1187,ORDER1928,PROD59,2022-04-26,Wrong Item,Accepted,283.36
RETURN1188,ORDER907,PROD155,2023-12-31,Defective,Rejected,0.0
RETURN1189,ORDER186,PROD91,2023-08-13,Not as Described,Accepted,11151.54
RETURN1190,ORDER15673,PROD71,2023-09-05,Changed Mind,Rejected,0.0
RETURN1191,ORDER3285,PROD238,2024-05-29,Not as Described,Rejected,0.0
RETURN1192,ORDER9601,PROD245,2023-08-25,Not as Described,Accepted,7895.04
RETURN1193,ORDER18035,PROD100,2022-09-11,Defective,Accepted,14747.76
RETURN1194,ORDER2812,PROD43,2024-08-13,Changed Mind,Accepted,13479.04
RETURN1195,ORDER17392,PROD19,2024-08-03,Changed Mind,Rejected,0.0
RETURN1196,ORDER7980,PROD129,2024-01-31,Defective,Rejected,0.0
RETURN1197,ORDER7919,PROD5,2023-05-14,Not as Described,Accepted,6422.85
RETURN1198,ORDER8861,PROD122,2023-04-01,Wrong Item,Rejected,0.0
RETURN1199,ORDER13536,PROD211,2023-12-13,Changed Mind,Rejected,0.0
RETURN1200,ORDER19174,PROD127,2022-02-25,Wrong Item,Accepted,7472.22
RETURN1201,ORDER732,PROD45,2024-01-16,Not as Described,Rejected,0.0
RETURN1202,ORDER9214,PROD266,2022-05-17,Changed Mind,Rejected,0.0
RETURN1203,ORDER1727,PROD87,2022-03-21,Changed Mind,Accepted,11839.17
RETURN1204,ORDER1882,PROD57,2023-12-31,Not as Described,Rejected,0.0
RETURN1205,ORDER19385,PROD69,2024-04-19,Wrong Item,Accepted,1041.14
RETURN1206,ORDER9284,PROD246,2023-04-07,Wrong Item,Accepted,1575.6
RETURN1207,ORDER13672,PROD10,2024-07-22,Defective,Accepted,6456.42
RETURN1208,ORDER2091,PROD31,2022-07-27,Wrong Item,Accepted,11003.28
RETURN1209,ORDER10899,PROD2,2022-08-30,Wrong Item,Accepted,13759.69
RETURN1210,ORDER16813,PROD43,2024-07-06,Not as Described,Rejected,0.0
RETURN1211,ORDER1840,PROD226,2022-02-06,Defective,Rejected,0.0
RETURN1212,ORDER7883,PROD234,2023-08-06,Wrong Item,Rejected,0.0
RETURN1213,ORDER11532,PROD35,2024-03-02,Changed Mind,Rejected,0.0
RETURN1214,ORDER3011,PROD157,2023-12-19,Defective,Accepted,1630.77
RETURN1215,ORDER12074,PROD12,2024-01-27,Changed Mind,Rejected,0.0
RETURN1216,ORDER4041,PROD146,2022-05-24,Not as Described,Rejected,0.0
RETURN1217,ORDER10816,PROD193,2023-01-20,Defective,Rejected,0.0
RETURN1218,ORDER9690,PROD152,2023-01-02,Defective,Accepted,2365.2
RETURN1219,ORDER5257,PROD210,2022-06-12,Changed Mind,Accepted,2424.18
RETURN1220,ORDER12229,PROD31,2024-12-19,Changed Mind,Accepted,12378.69
RETURN1221,ORDER3493,PROD259,2023-08-22,Defective,Rejected,0.0
RETURN1222,ORDER9860,PROD92,2023-07-24,Wrong Item,Accepted,14237.46
RETURN1223,ORDER17486,PROD233,2022-09-30,Changed Mind,Rejected,0.0
RETURN1224,ORDER1692,PROD246,2024-12-20,Wrong Item,Rejected,0.0
RETURN1225,ORDER6953,PROD52,2024-12-22,Changed Mind,Rejected,0.0
RETURN1226,ORDER11220,PROD208,2023-11-28,Defective,Accepted,3426.8
RETURN1227,ORDER18250,PROD67,2022-02-28,Defective,Rejected,0.0
